County,State,B19013001,B19013001s,B23006001,B23006002,B23006003,B23006004,B23006005,B23006006,B23006007,B23006008,B23006009,B23006010,B23006011,B23006012,B23006013,B23006014,B23006015,B23006016,B23006017,B23006018,B23006019,B23006020,B23006021,B23006022,B23006023,B23006024,B23006025,B23006026,B23006027,B23006028,B23006029,B23006001s,B23006002s,B23006003s,B23006004s,B23006005s,B23006006s,B23006007s,B23006008s,B23006009s,B23006010s,B23006011s,B23006012s,B23006013s,B23006014s,B23006015s,B23006016s,B23006017s,B23006018s,B23006019s,B23006020s,B23006021s,B23006022s,B23006023s,B23006024s,B23006025s,B23006026s,B23006027s,B23006028s,B23006029s
Young,tx,42008,3496.969697,9263,1836,1360,0,1360,1329,31,476,3106,2259,0,2259,2192,67,847,2786,2204,0,2204,2131,73,582,1535,1273,0,1273,1265,8,262,84.24242424,156.3636364,152.1212121,12.12121212,152.1212121,147.2727273,23.63636364,83.03030303,211.5151515,188.4848485,12.12121212,188.4848485,188.4848485,31.51515152,122.4242424,175.1515152,192.1212121,12.12121212,192.1212121,193.3333333,44.24242424,78.18181818,147.2727273,127.2727273,12.12121212,127.2727273,126.0606061,8.484848485,63.63636364
Zapata,tx,28617,2015.757576,6250,2729,1784,0,1784,1584,200,945,1706,1266,0,1266,1232,34,440,1270,964,0,964,909,55,306,545,528,0,528,520,8,17,80.60606061,198.7878788,212.7272727,12.12121212,212.7272727,195.7575758,63.63636364,132.7272727,214.5454545,195.7575758,12.12121212,195.7575758,195.7575758,33.93939394,112.1212121,163.6363636,140.6060606,12.12121212,140.6060606,137.5757576,36.36363636,84.84848485,136.3636364,129.6969697,12.12121212,129.6969697,128.4848485,15.15151515,18.18181818
Zavala,tx,25206,1496.969697,5273,1673,714,0,714,591,123,959,1424,947,0,947,855,92,477,1601,1273,0,1273,1208,65,328,575,479,0,479,468,11,96,32.72727273,126.0606061,98.18181818,12.12121212,98.18181818,86.66666667,41.21212121,95.15151515,170.9090909,121.8181818,12.12121212,121.8181818,124.2424242,37.57575758,101.2121212,167.8787879,152.1212121,12.12121212,152.1212121,144.8484848,38.18181818,87.87878788,87.27272727,82.42424242,12.12121212,82.42424242,81.81818182,12.12121212,36.96969697
Beaver,ut,45948,2043.030303,3003,273,233,0,233,158,75,40,1011,705,0,705,663,42,306,1275,998,0,998,932,66,277,444,334,0,334,334,0,110,35.15151515,59.39393939,56.96969697,9.696969697,56.96969697,44.84848485,39.39393939,18.18181818,101.2121212,90.90909091,9.696969697,90.90909091,90.90909091,23.03030303,70.3030303,107.8787879,95.15151515,9.696969697,95.15151515,94.54545455,33.93939394,63.63636364,64.84848485,58.18181818,9.696969697,58.18181818,58.18181818,9.696969697,32.72727273
Box Elder,ut,55918,1401.818182,23123,1816,1330,0,1330,1188,142,486,7531,5783,11,5772,5446,326,1748,8878,6917,57,6860,6659,201,1961,4898,4081,26,4055,3974,81,817,60,162.4242424,126.6666667,16.36363636,126.6666667,119.3939394,58.18181818,69.6969697,292.7272727,264.8484848,10.3030303,266.6666667,271.5151515,60,150.9090909,261.2121212,258.1818182,30.90909091,253.9393939,249.0909091,40,143.6363636,229.6969697,196.3636364,14.54545455,195.1515152,188.4848485,27.27272727,87.27272727
Cache,ut,49203,841.2121212,48272,3692,2803,0,2803,2481,322,889,9859,7986,34,7952,7409,543,1873,17122,13353,32,13321,12712,609,3769,17599,14679,22,14657,14211,446,2920,75.15151515,206.6666667,176.969697,16.36363636,176.969697,157.5757576,75.15151515,121.2121212,308.4848485,286.6666667,24.84848485,291.5151515,278.7878788,90.3030303,165.4545455,390.9090909,357.5757576,23.63636364,361.8181818,361.2121212,92.12121212,258.1818182,372.7272727,358.7878788,15.15151515,357.5757576,347.2727273,78.18181818,167.8787879
Carbon,ut,47240,1803.636364,10357,1052,664,0,664,581,83,388,2942,1997,8,1989,1771,218,945,5008,3880,0,3880,3635,245,1128,1355,1081,0,1081,1047,34,274,63.63636364,96.36363636,78.78787879,12.72727273,78.78787879,80.60606061,30.3030303,66.66666667,146.6666667,120,6.666666667,120.6060606,111.5151515,55.15151515,97.57575758,178.1818182,183.030303,12.72727273,183.030303,186.0606061,58.78787879,116.969697,124.8484848,103.6363636,12.72727273,103.6363636,100.6060606,18.78787879,53.93939394
Daggett,ut,44792,7090.30303,472,91,14,0,14,14,0,77,147,96,0,96,82,14,51,150,79,0,79,79,0,71,84,49,0,49,49,0,35,46.06060606,32.12121212,10.3030303,6.666666667,10.3030303,10.3030303,6.666666667,30.90909091,28.48484848,20.60606061,6.666666667,20.60606061,20,11.51515152,17.57575758,29.6969697,21.21212121,6.666666667,21.21212121,21.21212121,6.666666667,20,23.63636364,18.18181818,6.666666667,18.18181818,18.18181818,6.666666667,17.57575758
Davis,ut,69355,664.2424242,147550,6189,4436,0,4436,3900,536,1753,30552,23839,158,23681,22288,1393,6713,58857,45764,1230,44534,42708,1826,13093,51952,43575,601,42974,42138,836,8377,129.0909091,342.4242424,267.8787879,16.36363636,267.8787879,256.969697,123.6363636,187.8787879,610.3030303,620.6060606,61.81818182,624.8484848,593.9393939,173.9393939,288.4848485,850.9090909,836.969697,146.0606061,842.4242424,833.3333333,170.9090909,373.9393939,772.7272727,738.1818182,93.93939394,744.8484848,730.3030303,109.0909091,340.6060606
Duchesne,ut,55724,1298.787879,8642,1004,597,0,597,530,67,407,3120,2327,0,2327,2210,117,793,3023,2201,0,2201,2117,84,822,1495,1268,0,1268,1224,44,227,55.15151515,112.1212121,84.84848485,10.90909091,84.84848485,80,33.93939394,61.81818182,156.3636364,128.4848485,10.90909091,128.4848485,130.3030303,38.78787879,78.18181818,161.8181818,142.4242424,10.90909091,142.4242424,140,33.33333333,84.24242424,120.6060606,115.7575758,10.90909091,115.7575758,116.3636364,23.63636364,41.21212121
Emery,ut,51372,1467.878788,5210,438,206,0,206,193,13,232,1634,1196,0,1196,1121,75,438,2487,1884,0,1884,1836,48,603,651,578,0,578,555,23,73,27.27272727,58.18181818,40,10.90909091,40,38.78787879,9.696969697,44.24242424,89.6969697,83.63636364,10.90909091,83.63636364,79.39393939,22.42424242,58.78787879,89.09090909,78.78787879,10.90909091,78.78787879,80,17.57575758,69.09090909,66.06060606,63.03030303,10.90909091,63.03030303,59.39393939,20.60606061,27.87878788
Garfield,ut,44345,1907.878788,2602,224,167,0,167,148,19,57,779,572,0,572,558,14,207,1030,807,0,807,743,64,223,569,498,0,498,493,5,71,46.06060606,40,36.96969697,9.696969697,36.96969697,36.36363636,13.33333333,16.36363636,77.57575758,73.93939394,9.696969697,73.93939394,74.54545455,8.484848485,32.72727273,78.78787879,72.12121212,9.696969697,72.12121212,73.93939394,24.84848485,35.15151515,53.33333333,49.09090909,9.696969697,49.09090909,48.48484848,3.636363636,23.63636364
Grand,ut,42208,2807.272727,5013,619,351,0,351,286,65,268,1182,879,0,879,872,7,303,1929,1533,0,1533,1420,113,396,1283,1065,0,1065,1017,48,218,95.15151515,110.3030303,76.96969697,9.696969697,76.96969697,71.51515152,57.57575758,83.03030303,150.3030303,126.6666667,9.696969697,126.6666667,126.6666667,7.272727273,73.33333333,171.5151515,159.3939394,9.696969697,159.3939394,143.030303,36.36363636,96.36363636,173.9393939,180,9.696969697,180,174.5454545,35.15151515,64.84848485
Iron,ut,42296,1553.939394,19542,1685,1058,0,1058,866,192,627,4672,3254,11,3243,2849,394,1418,7771,5768,0,5768,5351,417,2003,5414,4632,0,4632,4468,164,782,115.1515152,184.2424242,156.969697,14.54545455,156.969697,129.0909091,76.96969697,106.0606061,271.5151515,248.4848485,10.3030303,246.0606061,234.5454545,91.51515152,127.8787879,296.3636364,278.7878788,14.54545455,278.7878788,284.2424242,92.12121212,160.6060606,295.1515152,258.7878788,14.54545455,258.7878788,260.6060606,62.42424242,125.4545455
Juab,ut,53314,2509.69697,4624,418,301,0,301,274,27,117,1618,1205,0,1205,1091,114,413,1963,1619,0,1619,1539,80,344,625,523,0,523,510,13,102,57.57575758,65.45454545,54.54545455,10.90909091,54.54545455,52.12121212,17.57575758,33.33333333,90.90909091,95.75757576,10.90909091,95.75757576,96.96969697,28.48484848,55.75757576,98.78787879,92.72727273,10.90909091,92.72727273,93.93939394,24.84848485,44.24242424,79.39393939,73.93939394,10.90909091,73.93939394,73.33333333,12.12121212,31.51515152
Kane,ut,46979,2769.090909,3661,116,76,0,76,71,5,40,794,585,0,585,544,41,209,1710,1455,0,1455,1398,57,255,1041,819,0,819,769,50,222,22.42424242,36.96969697,26.06060606,9.696969697,26.06060606,25.45454545,4.848484848,23.63636364,95.75757576,94.54545455,9.696969697,94.54545455,92.72727273,18.18181818,58.18181818,130.9090909,141.8181818,9.696969697,141.8181818,150.9090909,29.09090909,52.72727273,118.7878788,100.6060606,9.696969697,100.6060606,94.54545455,33.33333333,76.96969697
Millard,ut,47235,1961.212121,5722,761,509,0,509,462,47,252,1634,1226,0,1226,1098,128,408,2227,1764,2,1762,1717,45,463,1100,879,5,874,860,14,221,40,83.03030303,67.27272727,10.90909091,67.27272727,65.45454545,20.60606061,45.45454545,99.39393939,89.09090909,10.90909091,89.09090909,85.45454545,51.51515152,52.12121212,109.6969697,102.4242424,2.424242424,101.8181818,101.2121212,18.18181818,52.72727273,105.4545455,87.27272727,4.848484848,86.66666667,86.06060606,9.696969697,44.84848485
Morgan,ut,77159,4814.545455,4383,98,36,0,36,36,0,62,1282,1077,9,1068,951,117,205,1675,1355,0,1355,1303,52,320,1328,1068,0,1068,1053,15,260,29.6969697,49.09090909,21.21212121,9.696969697,21.21212121,21.21212121,9.696969697,42.42424242,112.7272727,96.96969697,7.878787879,95.75757576,85.45454545,61.81818182,56.96969697,101.2121212,97.57575758,9.696969697,97.57575758,100,24.84848485,56.36363636,110.3030303,103.030303,9.696969697,103.030303,100,13.33333333,53.33333333
Piute,ut,37273,4556.969697,758,63,47,0,47,33,14,16,294,210,0,210,191,19,84,250,142,0,142,127,15,108,151,126,0,126,126,0,25,44.24242424,16.36363636,13.93939394,6.666666667,13.93939394,12.12121212,7.878787879,10.90909091,36.36363636,27.27272727,6.666666667,27.27272727,24.84848485,9.696969697,27.27272727,33.33333333,26.06060606,6.666666667,26.06060606,23.63636364,9.090909091,27.27272727,23.63636364,20.60606061,6.666666667,20.60606061,20.60606061,6.666666667,12.12121212
Rich,ut,49803,5164.848485,1041,43,28,0,28,28,0,15,406,258,0,258,258,0,148,462,387,0,387,334,53,75,130,92,0,92,92,0,38,42.42424242,13.33333333,9.090909091,6.666666667,9.090909091,9.090909091,6.666666667,8.484848485,64.24242424,57.57575758,6.666666667,57.57575758,57.57575758,6.666666667,32.72727273,45.45454545,43.63636364,6.666666667,43.63636364,43.03030303,30.90909091,19.39393939,21.81818182,21.21212121,6.666666667,21.21212121,21.21212121,6.666666667,10.3030303
Salt Lake,ut,59626,368.4848485,533744,58477,42991,0,42991,37894,5097,15486,119209,94472,56,94416,86627,7789,24737,188540,152044,261,151783,142725,9058,36496,167518,143462,315,143147,139108,4039,24056,38.78787879,1201.212121,1012.121212,16.36363636,1012.121212,996.3636364,294.5454545,563.6363636,1515.151515,1467.272727,23.63636364,1464.848485,1413.939394,397.5757576,654.5454545,1664.848485,1701.212121,61.21212121,1692.121212,1626.060606,487.8787879,706.6666667,1457.575758,1241.818182,65.45454545,1244.242424,1232.121212,245.4545455,542.4242424
San Juan,ut,40186,1458.787879,6588,802,301,0,301,273,28,501,2432,1583,0,1583,1483,100,849,2052,1495,0,1495,1399,96,557,1302,1115,0,1115,1097,18,187,25.45454545,78.18181818,50.3030303,10.90909091,50.3030303,52.12121212,10.3030303,66.66666667,110.3030303,114.5454545,10.90909091,114.5454545,105.4545455,34.54545455,79.39393939,116.969697,104.2424242,10.90909091,104.2424242,104.2424242,29.6969697,64.24242424,104.2424242,88.48484848,10.90909091,88.48484848,88.48484848,10.3030303,43.63636364
Sanpete,ut,46214,1018.787879,11857,1313,725,0,725,632,93,588,3376,2117,0,2117,1960,157,1259,4987,3498,5,3493,3371,122,1489,2181,1689,0,1689,1637,52,492,63.03030303,114.5454545,88.48484848,12.72727273,88.48484848,81.81818182,33.33333333,76.96969697,156.3636364,118.7878788,12.72727273,118.7878788,117.5757576,49.09090909,110.3030303,186.6666667,186.6666667,4.848484848,186.6666667,187.2727273,33.33333333,115.7575758,152.7272727,127.2727273,12.72727273,127.2727273,121.8181818,32.12121212,59.39393939
Sevier,ut,45599,1462.424242,9528,945,616,0,616,535,81,329,2933,2127,0,2127,2065,62,806,4099,3029,0,3029,2891,138,1070,1551,1351,0,1351,1328,23,200,35.15151515,113.9393939,87.87878788,12.72727273,87.87878788,70.90909091,33.33333333,50.90909091,160,134.5454545,12.72727273,134.5454545,136.969697,16.96969697,89.6969697,153.3333333,150.9090909,12.72727273,150.9090909,155.1515152,32.12121212,102.4242424,126.0606061,109.0909091,12.72727273,109.0909091,108.4848485,10.90909091,35.15151515
Summit,ut,86515,3523.030303,21130,1437,1202,0,1202,1186,16,235,3610,3019,0,3019,2805,214,591,5709,4295,0,4295,4117,178,1414,10374,8797,0,8797,8495,302,1577,98.78787879,192.1212121,184.2424242,14.54545455,184.2424242,185.4545455,9.090909091,65.45454545,252.7272727,207.8787879,14.54545455,207.8787879,209.6969697,83.63636364,116.3636364,278.7878788,213.9393939,14.54545455,213.9393939,216.969697,50.3030303,168.4848485,306.6666667,304.8484848,14.54545455,304.8484848,297.5757576,75.15151515,189.0909091
Tooele,ut,61933,1064.242424,28398,2374,1783,0,1783,1615,168,591,8579,6463,10,6453,6058,395,2116,11663,8988,64,8924,8561,363,2675,5782,5011,40,4971,4879,92,771,96.96969697,238.7878788,223.6363636,16.36363636,223.6363636,212.7272727,66.66666667,91.51515152,386.6666667,335.7575758,6.060606061,335.7575758,315.7575758,87.27272727,200,384.8484848,297.5757576,30.3030303,293.9393939,286.6666667,89.09090909,239.3939394,352.1212121,320.6060606,23.03030303,319.3939394,316.3636364,35.15151515,120
Uintah,ut,61850,1365.454545,15841,1939,1350,0,1350,1124,226,589,5811,4365,0,4365,4133,232,1446,5411,3894,52,3842,3688,154,1517,2680,2162,22,2140,2109,31,518,112.7272727,200.6060606,163.030303,14.54545455,163.030303,146.0606061,89.09090909,93.33333333,319.3939394,292.7272727,14.54545455,292.7272727,295.7575758,42.42424242,152.7272727,305.4545455,230.9090909,40.60606061,233.3333333,223.030303,58.18181818,192.7272727,220,203.6363636,19.39393939,205.4545455,201.2121212,20,77.57575758
Utah,ut,59864,544.2424242,217912,13637,9500,0,9500,8281,1219,4137,36137,27167,34,27133,25303,1830,8970,89892,66333,289,66044,62566,3478,23559,78246,62955,180,62775,60657,2118,15291,106.6666667,519.3939394,395.7575758,16.36363636,395.7575758,369.6969697,129.6969697,265.4545455,721.2121212,610.9090909,27.87878788,617.5757576,582.4242424,157.5757576,354.5454545,910.9090909,863.030303,65.45454545,858.7878788,781.8181818,232.7272727,484.2424242,774.5454545,680,50.90909091,675.7575758,679.3939394,195.1515152,373.9393939
Wasatch,ut,65012,1892.727273,11772,1165,797,0,797,755,42,368,2273,1761,0,1761,1663,98,512,4521,3476,0,3476,3321,155,1045,3813,3188,15,3173,3038,135,625,67.27272727,161.2121212,144.8484848,12.72727273,144.8484848,144.8484848,20.60606061,77.57575758,178.7878788,171.5151515,12.72727273,171.5151515,166.6666667,40.60606061,103.6363636,229.0909091,201.8181818,12.72727273,201.8181818,209.6969697,48.48484848,112.1212121,204.8484848,197.5757576,14.54545455,198.7878788,187.8787879,44.84848485,72.72727273
Washington,ut,49145,957.5757576,59940,5372,3602,0,3602,2855,747,1770,14695,10945,0,10945,9876,1069,3750,24939,18951,0,18951,17634,1317,5988,14934,11239,0,11239,10727,512,3695,120.6060606,296.969697,283.030303,16.36363636,283.030303,232.7272727,128.4848485,201.2121212,487.8787879,458.1818182,16.36363636,458.1818182,418.1818182,151.5151515,252.7272727,517.5757576,512.1212121,16.36363636,512.1212121,527.2727273,171.5151515,356.3636364,493.3333333,438.1818182,16.36363636,438.1818182,429.6969697,108.4848485,224.8484848
Wayne,ut,44821,4952.727273,1359,75,65,0,65,58,7,10,349,305,0,305,278,27,44,647,511,0,511,497,14,136,288,222,0,222,219,3,66,5.454545455,27.87878788,27.27272727,6.666666667,27.27272727,24.84848485,6.060606061,6.666666667,43.03030303,40.60606061,6.666666667,40.60606061,39.39393939,15.75757576,14.54545455,43.03030303,49.6969697,6.666666667,49.6969697,49.09090909,9.090909091,29.6969697,36.36363636,33.33333333,6.666666667,33.33333333,33.33333333,2.424242424,26.66666667
Weber,ut,54923,527.2727273,114171,12121,8845,0,8845,7718,1127,3276,33188,25940,94,25846,23723,2123,7248,43341,34404,617,33787,31620,2167,8937,25521,21844,297,21547,21035,512,3677,109.6969697,447.8787879,381.8181818,16.36363636,381.8181818,334.5454545,160,226.6666667,716.969697,591.5151515,36.36363636,587.8787879,564.2424242,207.2727273,348.4848485,713.3333333,642.4242424,114.5454545,658.1818182,656.969697,207.2727273,441.8181818,635.1515152,550.9090909,71.51515152,553.9393939,534.5454545,94.54545455,238.1818182
Addison,vt,57785,1220,19498,1412,1054,0,1054,871,183,358,6386,5325,4,5321,4968,353,1061,4923,4178,0,4178,4016,162,745,6777,5989,3,5986,5815,171,788,76.36363636,128.4848485,103.030303,12.12121212,103.030303,98.18181818,47.87878788,63.63636364,184.2424242,184.2424242,3.03030303,184.2424242,184.2424242,47.27272727,83.63636364,169.0909091,153.9393939,12.12121212,153.9393939,154.5454545,36.36363636,70.90909091,211.5151515,204.2424242,2.424242424,204.2424242,207.8787879,29.09090909,58.78787879
Bennington,vt,48938,2006.060606,19161,1452,791,0,791,663,128,661,5826,4833,0,4833,4536,297,993,5640,4578,0,4578,4282,296,1062,6243,5414,11,5403,5190,213,829,53.93939394,121.2121212,106.0606061,12.12121212,106.0606061,93.93939394,43.63636364,92.72727273,226.6666667,223.030303,12.12121212,223.030303,220,72.12121212,87.27272727,208.4848485,189.0909091,12.12121212,189.0909091,188.4848485,52.72727273,100.6060606,208.4848485,189.6969697,7.878787879,190.3030303,183.030303,44.84848485,78.18181818
Caledonia,vt,44435,1127.272727,16629,1319,754,0,754,657,97,565,5926,4758,4,4754,4326,428,1168,4768,3812,15,3797,3541,256,956,4616,4066,2,4064,3934,130,550,44.84848485,143.030303,114.5454545,12.12121212,114.5454545,93.93939394,39.39393939,82.42424242,189.0909091,186.0606061,3.03030303,186.6666667,171.5151515,73.33333333,93.33333333,196.969697,173.3333333,11.51515152,170.3030303,167.8787879,57.57575758,108.4848485,175.7575758,164.8484848,1.818181818,164.8484848,160,27.87878788,67.27272727
Chittenden,vt,63900,864.2424242,83197,3681,2193,0,2193,1947,246,1488,17047,13734,15,13719,12777,942,3313,21961,18870,45,18825,18026,799,3091,40508,36000,66,35934,35108,826,4508,110.3030303,264.2424242,197.5757576,13.33333333,197.5757576,183.6363636,63.03030303,168.4848485,447.2727273,371.5151515,14.54545455,369.6969697,360,122.4242424,258.7878788,487.2727273,467.8787879,16.96969697,471.5151515,464.8484848,117.5757576,193.9393939,679.3939394,627.8787879,22.42424242,629.0909091,627.8787879,115.1515152,275.7575758
Essex,vt,37214,1481.818182,3452,376,194,0,194,141,53,182,1547,1244,0,1244,1160,84,303,925,707,0,707,664,43,218,604,487,0,487,443,44,117,18.18181818,41.21212121,25.45454545,7.878787879,25.45454545,18.78787879,18.18181818,26.06060606,46.06060606,45.45454545,7.878787879,45.45454545,46.06060606,18.18181818,26.66666667,48.48484848,46.06060606,7.878787879,46.06060606,44.24242424,11.51515152,27.87878788,40.60606061,41.81818182,7.878787879,41.81818182,39.39393939,13.93939394,20
Franklin,vt,55051,1011.515152,26734,2257,1383,0,1383,1217,166,874,10334,8177,9,8168,7557,611,2157,7734,6781,64,6717,6405,312,953,6409,5913,16,5897,5790,107,496,50.90909091,165.4545455,141.2121212,12.12121212,141.2121212,136.3636364,41.81818182,107.2727273,329.6969697,289.0909091,8.484848485,290.3030303,258.1818182,94.54545455,167.2727273,290.3030303,258.1818182,36.36363636,257.5757576,233.9393939,58.78787879,107.8787879,308.4848485,283.6363636,10.3030303,281.8181818,280,32.72727273,81.81818182
Grand Isle,vt,60433,1895.151515,4154,214,149,0,149,106,43,65,1408,1169,0,1169,1079,90,239,1299,1097,0,1097,1046,51,202,1233,1023,0,1023,976,47,210,21.81818182,38.18181818,32.72727273,7.878787879,32.72727273,26.06060606,19.39393939,18.18181818,80,73.33333333,7.878787879,73.33333333,68.48484848,21.81818182,38.18181818,70.3030303,66.06060606,7.878787879,66.06060606,64.24242424,16.96969697,28.48484848,76.36363636,71.51515152,7.878787879,71.51515152,70.90909091,16.36363636,30.3030303
Lamoille,vt,54064,1952.727273,13519,799,503,0,503,466,37,296,4194,3440,8,3432,3227,205,754,3520,2923,28,2895,2810,85,597,5006,4304,20,4284,4229,55,702,41.81818182,92.12121212,72.72727273,10.3030303,72.72727273,70.3030303,14.54545455,57.57575758,195.1515152,188.4848485,7.878787879,189.0909091,183.6363636,42.42424242,84.84848485,196.3636364,180.6060606,24.84848485,170.9090909,167.2727273,23.03030303,83.63636364,268.4848485,229.0909091,19.39393939,228.4848485,227.8787879,18.18181818,129.0909091
Orange,vt,53627,1652.727273,16193,1061,697,0,697,582,115,364,5954,4899,0,4899,4562,337,1055,4501,3905,6,3899,3775,124,596,4677,3992,0,3992,3906,86,685,27.27272727,90.3030303,72.12121212,10.3030303,72.12121212,64.84848485,32.12121212,52.12121212,206.6666667,191.5151515,10.3030303,191.5151515,183.030303,66.66666667,93.33333333,149.6969697,140,4.848484848,140,136.3636364,23.03030303,47.27272727,185.4545455,172.1212121,10.3030303,172.1212121,171.5151515,18.78787879,72.72727273
Orleans,vt,41618,891.5151515,14478,1393,739,0,739,594,145,654,6222,4765,6,4759,4434,325,1457,3882,3059,13,3046,2860,186,823,2981,2480,0,2480,2406,74,501,45.45454545,97.57575758,75.75757576,10.3030303,75.75757576,64.84848485,32.72727273,66.66666667,164.8484848,162.4242424,5.454545455,163.030303,158.7878788,41.21212121,90.3030303,137.5757576,129.0909091,10.90909091,127.8787879,113.9393939,43.03030303,86.66666667,130.9090909,115.7575758,10.3030303,115.7575758,111.5151515,24.24242424,53.33333333
Rutland,vt,48968,1023.030303,33211,2922,1734,0,1734,1451,283,1188,11403,9150,0,9150,8307,843,2253,9559,7840,44,7796,7337,459,1719,9327,8036,9,8027,7812,215,1291,60.60606061,196.969697,153.9393939,13.33333333,153.9393939,130.9090909,63.63636364,141.2121212,311.5151515,309.0909091,13.33333333,309.0909091,313.3333333,92.72727273,146.0606061,294.5454545,278.1818182,20.60606061,275.1515152,277.5757576,92.12121212,131.5151515,303.030303,289.0909091,8.484848485,288.4848485,287.8787879,44.84848485,100
Washington,vt,57276,1441.212121,33031,1554,978,0,978,836,142,576,9031,7422,19,7403,6932,471,1609,9200,7923,39,7884,7531,353,1277,13246,11740,45,11695,11360,335,1506,86.06060606,133.3333333,116.3636364,13.33333333,116.3636364,109.6969697,39.39393939,60.60606061,289.0909091,279.3939394,10.90909091,278.1818182,257.5757576,78.18181818,151.5151515,329.6969697,306.0606061,20,311.5151515,313.3333333,67.27272727,114.5454545,347.8787879,318.1818182,18.78787879,312.1212121,316.3636364,56.96969697,139.3939394
Windham,vt,51113,1375.151515,24670,1574,1001,0,1001,877,124,573,7849,6459,3,6456,5989,467,1390,6614,5445,20,5425,5132,293,1169,8633,7527,11,7516,7229,287,1106,69.09090909,158.7878788,108.4848485,12.12121212,108.4848485,102.4242424,40,101.8181818,314.5454545,294.5454545,2.424242424,295.1515152,276.969697,78.18181818,98.78787879,240.6060606,207.8787879,15.15151515,204.2424242,201.8181818,56.36363636,86.66666667,300,279.3939394,11.51515152,280,281.8181818,51.51515152,109.6969697
Windsor,vt,53124,1554.545455,31593,1659,925,0,925,746,179,734,9622,7582,19,7563,7111,452,2040,8621,7281,3,7278,6987,291,1340,11691,9790,0,9790,9447,343,1901,51.51515152,143.030303,103.030303,13.33333333,103.030303,89.09090909,44.24242424,98.78787879,350.3030303,342.4242424,18.18181818,344.2424242,326.0606061,72.72727273,148.4848485,261.2121212,240,3.03030303,240,240,69.6969697,121.2121212,350.3030303,320.6060606,13.33333333,320.6060606,312.1212121,107.8787879,169.6969697
Accomack,va,40780,1362.424242,17525,3148,1923,0,1923,1661,262,1225,6918,5353,0,5353,5040,313,1565,4474,3626,58,3568,3379,189,848,2985,2357,19,2338,2284,54,628,70.90909091,267.8787879,218.1818182,15.75757576,218.1818182,213.3333333,78.18181818,161.2121212,360,316.969697,15.75757576,316.969697,310.9090909,77.57575758,170.9090909,274.5454545,264.2424242,41.21212121,273.9393939,264.8484848,49.6969697,101.2121212,204.2424242,173.9393939,20,175.1515152,170.9090909,30.90909091,89.6969697
Albemarle,va,67797,1480,50984,3940,2759,0,2759,2637,122,1181,8580,6967,16,6951,6640,311,1613,10516,8344,119,8225,7919,306,2172,27948,22551,114,22437,21919,518,5397,159.3939394,338.1818182,311.5151515,17.57575758,311.5151515,315.7575758,43.03030303,152.7272727,439.3939394,372.1212121,15.15151515,370.3030303,368.4848485,74.54545455,187.8787879,438.1818182,358.7878788,47.87878788,360.6060606,359.3939394,65.45454545,229.6969697,560.6060606,584.2424242,40.60606061,580,567.8787879,91.51515152,287.2727273
Alleghany,va,46133,1947.878788,8418,1096,548,0,548,528,20,548,2956,2207,0,2207,2026,181,749,2829,2217,0,2217,2105,112,612,1537,1331,4,1327,1318,9,206,30.3030303,149.0909091,100.6060606,11.51515152,100.6060606,96.96969697,13.33333333,93.93939394,189.0909091,169.6969697,11.51515152,169.6969697,166.0606061,44.24242424,84.84848485,166.6666667,152.1212121,11.51515152,152.1212121,143.6363636,46.06060606,82.42424242,141.2121212,135.1515152,5.454545455,134.5454545,133.3333333,9.090909091,56.36363636
Amelia,va,50596,3073.939394,6827,1131,630,0,630,470,160,501,2768,1983,0,1983,1727,256,785,2018,1690,0,1690,1670,20,328,910,762,0,762,750,12,148,101.8181818,180,146.0606061,11.51515152,146.0606061,115.7575758,65.45454545,98.78787879,183.030303,156.3636364,11.51515152,156.3636364,155.7575758,66.66666667,123.6363636,170.3030303,157.5757576,11.51515152,157.5757576,155.7575758,14.54545455,75.15151515,143.6363636,107.8787879,11.51515152,107.8787879,107.8787879,12.12121212,70.90909091
Amherst,va,45020,1504.242424,16888,2527,1490,0,1490,1360,130,1037,5900,4519,13,4506,4262,244,1381,5352,4484,6,4478,4234,244,868,3109,2655,0,2655,2603,52,454,103.6363636,226.0606061,195.1515152,15.75757576,195.1515152,189.0909091,46.66666667,163.030303,249.0909091,252.7272727,11.51515152,252.7272727,258.1818182,58.18181818,150.9090909,249.0909091,212.1212121,6.060606061,212.1212121,227.8787879,78.78787879,104.2424242,163.6363636,155.1515152,15.75757576,155.1515152,153.9393939,28.48484848,71.51515152
Appomattox,va,50092,2926.060606,7899,1193,766,0,766,616,150,427,2963,2185,0,2185,2057,128,778,2634,2052,6,2046,1908,138,582,1109,982,5,977,957,20,127,44.24242424,152.7272727,127.8787879,11.51515152,127.8787879,112.1212121,47.87878788,73.93939394,216.969697,204.2424242,11.51515152,204.2424242,204.2424242,49.6969697,123.030303,151.5151515,151.5151515,6.666666667,150.9090909,152.1212121,49.09090909,102.4242424,160,143.6363636,4.848484848,144.2424242,144.2424242,16.36363636,38.78787879
