Country,Crop,Information,Year,Value,Source
Canada,Oats,Yield (Hg/Ha),1998,24864.92,Calculated data
Canada,Rye,Area harvested (Ha),1998,207600,Official data
Canada,Rye,Yield (Hg/Ha),1998,19662.81,Calculated data
Canada,Triticale,Area harvested (Ha),1998,35500,Official data
Canada,Triticale,Yield (Hg/Ha),1998,24028.17,Calculated data
United States of America,Barley,Area harvested (Ha),1998,2373000,Official data
United States of America,Barley,Yield (Hg/Ha),1998,32307.63,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1998,77225,FAO data based on imputation methodology
United States of America,Buckwheat,Yield (Hg/Ha),1998,10756.75,Calculated data
United States of America,Maize,Area harvested (Ha),1998,2.94E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1998,84382.49,Calculated data
United States of America,Millet,Area harvested (Ha),1998,133000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1998,15037.59,Calculated data
United States of America,Oats,Area harvested (Ha),1998,1114900,Official data
United States of America,Oats,Yield (Hg/Ha),1998,21607.32,Calculated data
United States of America,Rye,Area harvested (Ha),1998,169160,Official data
United States of America,Rye,Yield (Hg/Ha),1998,18260.82,Calculated data
United States of America,Sorghum,Area harvested (Ha),1998,3125000,Official data
United States of America,Sorghum,Yield (Hg/Ha),1998,42262.08,Calculated data
Canada,Barley,Area harvested (Ha),1997,4700000,Official data
Canada,Barley,Yield (Hg/Ha),1997,28780.85,Calculated data
Canada,Buckwheat,Area harvested (Ha),1997,15000,Official data
Canada,Buckwheat,Yield (Hg/Ha),1997,11000,Calculated data
Canada,Canary seed,Area harvested (Ha),1997,113300,Official data
Canada,Canary seed,Yield (Hg/Ha),1997,10150.04,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1997,218300,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1997,27613.38,Calculated data
Canada,Maize,Area harvested (Ha),1997,1045100,Official data
Canada,Maize,Yield (Hg/Ha),1997,68701.56,Calculated data
Canada,Oats,Area harvested (Ha),1997,1498500,Official data
Canada,Oats,Yield (Hg/Ha),1997,23254.59,Calculated data
Canada,Rye,Area harvested (Ha),1997,162000,Official data
Canada,Rye,Yield (Hg/Ha),1997,19753.09,Calculated data
Canada,Triticale,Area harvested (Ha),1997,15000,Official data
Canada,Triticale,Yield (Hg/Ha),1997,20666.67,Calculated data
United States of America,Barley,Area harvested (Ha),1997,2508000,Official data
United States of America,Barley,Yield (Hg/Ha),1997,31240.03,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1997,80000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1997,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1997,2.94E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1997,79522.26,Calculated data
United States of America,Millet,Area harvested (Ha),1997,135105,FAO data based on imputation methodology
United States of America,Millet,Yield (Hg/Ha),1997,17051.85,Calculated data
United States of America,Oats,Area harvested (Ha),1997,1138000,Official data
United States of America,Oats,Yield (Hg/Ha),1997,21335.68,Calculated data
United States of America,Rye,Area harvested (Ha),1997,127880,Official data
United States of America,Rye,Yield (Hg/Ha),1997,16152.64,Calculated data
United States of America,Sorghum,Area harvested (Ha),1997,3706000,Official data
United States of America,Sorghum,Yield (Hg/Ha),1997,43424.18,Calculated data
Canada,Barley,Area harvested (Ha),1996,4888000,Official data
Canada,Barley,Yield (Hg/Ha),1996,31837.15,Calculated data
Canada,Buckwheat,Area harvested (Ha),1996,17100,Official data
Canada,Buckwheat,Yield (Hg/Ha),1996,12982.46,Calculated data
Canada,Canary seed,Area harvested (Ha),1996,234700,Official data
Canada,Canary seed,Yield (Hg/Ha),1996,12126.12,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1996,212000,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1996,27448.11,Calculated data
Canada,Maize,Area harvested (Ha),1996,1090000,Official data
Canada,Maize,Yield (Hg/Ha),1996,69141.28,Calculated data
Canada,Oats,Area harvested (Ha),1996,1684000,Official data
Canada,Oats,Yield (Hg/Ha),1996,25896.67,Calculated data
Canada,Rye,Area harvested (Ha),1996,161700,Official data
Canada,Rye,Yield (Hg/Ha),1996,19134.2,Calculated data
Canada,Triticale,Area harvested (Ha),1996,16600,Official data
Canada,Triticale,Yield (Hg/Ha),1996,21204.82,Calculated data
United States of America,Barley,Area harvested (Ha),1996,2714000,Official data
United States of America,Barley,Yield (Hg/Ha),1996,31481.21,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1996,63000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1996,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1996,2.94E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1996,79776.52,Calculated data
United States of America,Millet,Area harvested (Ha),1996,137436,FAO data based on imputation methodology
United States of America,Millet,Yield (Hg/Ha),1996,16724,Calculated data
United States of America,Oats,Area harvested (Ha),1996,1074000,Official data
United States of America,Oats,Yield (Hg/Ha),1996,20707.64,Calculated data
United States of America,Rye,Area harvested (Ha),1996,140430,Official data
United States of America,Rye,Yield (Hg/Ha),1996,16308.48,Calculated data
United States of America,Sorghum,Area harvested (Ha),1996,4780000,Official data
United States of America,Sorghum,Yield (Hg/Ha),1996,42261.51,Calculated data
Canada,Barley,Area harvested (Ha),1995,4363000,Official data
Canada,Barley,Yield (Hg/Ha),1995,29870.5,Calculated data
Canada,Buckwheat,Area harvested (Ha),1995,16800,Official data
Canada,Buckwheat,Yield (Hg/Ha),1995,12619.05,Calculated data
Canada,Canary seed,Area harvested (Ha),1995,145600,Official data
Canada,Canary seed,Yield (Hg/Ha),1995,10618.13,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1995,236300,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1995,27647.06,Calculated data
Canada,Maize,Area harvested (Ha),1995,1002500,Official data
Canada,Maize,Yield (Hg/Ha),1995,72527.68,Calculated data
Canada,Oats,Area harvested (Ha),1995,1211000,Official data
Canada,Oats,Yield (Hg/Ha),1995,23722.54,Calculated data
Canada,Rye,Area harvested (Ha),1995,162000,Official data
Canada,Rye,Yield (Hg/Ha),1995,19111.11,Calculated data
Canada,Triticale,Area harvested (Ha),1995,16500,Official data
Canada,Triticale,Yield (Hg/Ha),1995,24181.82,Calculated data
United States of America,Barley,Area harvested (Ha),1995,2541000,Official data
United States of America,Barley,Yield (Hg/Ha),1995,30791.03,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1995,82000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1995,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1995,2.64E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1995,71230.05,Calculated data
United States of America,Millet,Area harvested (Ha),1995,126600,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1995,15007.9,Calculated data
United States of America,Oats,Area harvested (Ha),1995,1195000,Official data
United States of America,Oats,Yield (Hg/Ha),1995,19564.85,Calculated data
United States of America,Rye,Area harvested (Ha),1995,155810,Official data
United States of America,Rye,Yield (Hg/Ha),1995,16407.16,Calculated data
United States of America,Sorghum,Area harvested (Ha),1995,3340000,Official data
United States of America,Sorghum,Yield (Hg/Ha),1995,34880.24,Calculated data
Canada,Barley,Area harvested (Ha),1994,4092000,Official data
Canada,Barley,Yield (Hg/Ha),1994,28572.83,Calculated data
Canada,Buckwheat,Area harvested (Ha),1994,10700,Official data
Canada,Buckwheat,Yield (Hg/Ha),1994,11588.79,Calculated data
Canada,Canary seed,Area harvested (Ha),1994,204300,Official data
Canada,Canary seed,Yield (Hg/Ha),1994,11767.01,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1994,234300,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1994,26867.26,Calculated data
Canada,Maize,Area harvested (Ha),1994,955000,Official data
Canada,Maize,Yield (Hg/Ha),1994,73747.64,Calculated data
Canada,Oats,Area harvested (Ha),1994,1492000,Official data
Canada,Oats,Yield (Hg/Ha),1994,24396.78,Calculated data
Canada,Rye,Area harvested (Ha),1994,186100,Official data
Canada,Rye,Yield (Hg/Ha),1994,21477.7,Calculated data
Canada,Triticale,Area harvested (Ha),1994,17700,Official data
Canada,Triticale,Yield (Hg/Ha),1994,22994.35,Calculated data
United States of America,Barley,Area harvested (Ha),1994,2698100,Official data
United States of America,Barley,Yield (Hg/Ha),1994,30247.21,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1994,92000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1994,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1994,2.93E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1994,86997.1,Calculated data
United States of America,Millet,Area harvested (Ha),1994,116845,FAO data based on imputation methodology
United States of America,Millet,Yield (Hg/Ha),1994,17552.06,Calculated data
United States of America,Oats,Area harvested (Ha),1994,1623000,Official data
United States of America,Oats,Yield (Hg/Ha),1994,20468.27,Calculated data
United States of America,Rye,Area harvested (Ha),1994,164710,Official data
United States of America,Rye,Yield (Hg/Ha),1994,17491.35,Calculated data
United States of America,Sorghum,Area harvested (Ha),1994,3594000,Official data
United States of America,Sorghum,Yield (Hg/Ha),1994,45637.17,Calculated data
Canada,Barley,Area harvested (Ha),1993,4159000,Official data
Canada,Barley,Yield (Hg/Ha),1993,31190.43,Calculated data
Canada,Buckwheat,Area harvested (Ha),1993,9400,Official data
Canada,Buckwheat,Yield (Hg/Ha),1993,8085.11,Calculated data
Canada,Canary seed,Area harvested (Ha),1993,123000,Official data
Canada,Canary seed,Yield (Hg/Ha),1993,10390.24,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1993,253700,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1993,28064.64,Calculated data
Canada,Maize,Area harvested (Ha),1993,1012000,Official data
Canada,Maize,Yield (Hg/Ha),1993,64241.11,Calculated data
Canada,Oats,Area harvested (Ha),1993,1343000,Official data
Canada,Oats,Yield (Hg/Ha),1993,26483.99,Calculated data
Canada,Rye,Area harvested (Ha),1993,161100,Official data
Canada,Rye,Yield (Hg/Ha),1993,19776.54,Calculated data
Canada,Triticale,Area harvested (Ha),1993,13000,Official data
Canada,Triticale,Yield (Hg/Ha),1993,23923.08,Calculated data
United States of America,Barley,Area harvested (Ha),1993,2732900,Official data
United States of America,Barley,Yield (Hg/Ha),1993,31709.91,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1993,85000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1993,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1993,2.55E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1993,63210.69,Calculated data
United States of America,Millet,Area harvested (Ha),1993,109999,FAO data based on imputation methodology
United States of America,Millet,Yield (Hg/Ha),1993,13568.49,Calculated data
United States of America,Oats,Area harvested (Ha),1993,1539000,Official data
United States of America,Oats,Yield (Hg/Ha),1993,19538.66,Calculated data
United States of America,Rye,Area harvested (Ha),1993,154200,Official data
United States of America,Rye,Yield (Hg/Ha),1993,17029.83,Calculated data
United States of America,Sorghum,Area harvested (Ha),1993,3608200,Official data
United States of America,Sorghum,Yield (Hg/Ha),1993,37604.9,Calculated data
Canada,Barley,Area harvested (Ha),1992,3792000,Official data
Canada,Barley,Yield (Hg/Ha),1992,29091.51,Calculated data
Canada,Buckwheat,Area harvested (Ha),1992,17200,Official data
Canada,Buckwheat,Yield (Hg/Ha),1992,6250,Calculated data
Canada,Canary seed,Area harvested (Ha),1992,92000,Official data
Canada,Canary seed,Yield (Hg/Ha),1992,13489.13,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1992,199100,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1992,30587.64,Calculated data
Canada,Maize,Area harvested (Ha),1992,857700,Official data
Canada,Maize,Yield (Hg/Ha),1992,56926.66,Calculated data
Canada,Oats,Area harvested (Ha),1992,1242700,Official data
Canada,Oats,Yield (Hg/Ha),1992,22760.92,Calculated data
Canada,Rye,Area harvested (Ha),1992,144200,Official data
Canada,Rye,Yield (Hg/Ha),1992,19493.76,Calculated data
Canada,Triticale,Area harvested (Ha),1992,1200,Official data
Canada,Triticale,Yield (Hg/Ha),1992,23333.33,Calculated data
United States of America,Barley,Area harvested (Ha),1992,2948200,Official data
United States of America,Barley,Yield (Hg/Ha),1992,33606.95,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1992,93000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1992,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1992,2.92E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1992,82526.2,Calculated data
United States of America,Millet,Area harvested (Ha),1992,120279,FAO data based on imputation methodology
United States of America,Millet,Yield (Hg/Ha),1992,16911.6,Calculated data
United States of America,Oats,Area harvested (Ha),1992,1819500,Official data
United States of America,Oats,Yield (Hg/Ha),1992,23473.48,Calculated data
United States of America,Rye,Area harvested (Ha),1992,158200,Official data
United States of America,Rye,Yield (Hg/Ha),1992,18369.15,Calculated data
United States of America,Sorghum,Area harvested (Ha),1992,4876500,Official data
United States of America,Sorghum,Yield (Hg/Ha),1992,45579,Calculated data
Canada,Barley,Area harvested (Ha),1991,4217000,Official data
Canada,Barley,Yield (Hg/Ha),1991,27548.02,Calculated data
Canada,Buckwheat,Area harvested (Ha),1991,21800,Official data
Canada,Buckwheat,Yield (Hg/Ha),1991,10688.07,Calculated data
Canada,Canary seed,Area harvested (Ha),1991,95165,Official data
Canada,Canary seed,Yield (Hg/Ha),1991,10539.59,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1991,245700,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1991,25356.13,Calculated data
Canada,Maize,Area harvested (Ha),1991,1104800,Official data
Canada,Maize,Yield (Hg/Ha),1991,67098.12,Calculated data
Canada,Oats,Area harvested (Ha),1991,841800,Official data
Canada,Oats,Yield (Hg/Ha),1991,21310.29,Calculated data
Canada,Rye,Area harvested (Ha),1991,180700,Official data
Canada,Rye,Yield (Hg/Ha),1991,18743.77,Calculated data
Canada,Triticale,Area harvested (Ha),1991,1093,Official data
Canada,Triticale,Yield (Hg/Ha),1991,21957.91,Calculated data
United States of America,Barley,Area harvested (Ha),1991,3405000,Official data
United States of America,Barley,Yield (Hg/Ha),1991,29688.69,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1991,89765,FAO data based on imputation methodology
United States of America,Buckwheat,Yield (Hg/Ha),1991,10583.19,Calculated data
United States of America,Maize,Area harvested (Ha),1991,2.79E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1991,68172.24,Calculated data
United States of America,Millet,Area harvested (Ha),1991,113387,FAO data based on imputation methodology
United States of America,Millet,Yield (Hg/Ha),1991,14228.44,Calculated data
United States of America,Oats,Area harvested (Ha),1991,1949000,Official data
United States of America,Oats,Yield (Hg/Ha),1991,18158.03,Calculated data
United States of America,Rye,Area harvested (Ha),1991,159850,Official data
United States of America,Rye,Yield (Hg/Ha),1991,15467.63,Calculated data
United States of America,Sorghum,Area harvested (Ha),1991,3994000,Official data
United States of America,Sorghum,Yield (Hg/Ha),1991,37195.79,Calculated data
Canada,Barley,Area harvested (Ha),1990,4528700,Official data
Canada,Barley,Yield (Hg/Ha),1990,29680.48,Calculated data
Canada,Buckwheat,Area harvested (Ha),1990,27500,Official data
Canada,Buckwheat,Yield (Hg/Ha),1990,11163.64,Calculated data
Canada,Canary seed,Area harvested (Ha),1990,121000,Official data
Canada,Canary seed,Yield (Hg/Ha),1990,14239.67,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1990,247000,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1990,28502.02,Calculated data
Canada,Maize,Area harvested (Ha),1990,1030000,Official data
Canada,Maize,Yield (Hg/Ha),1990,68601.94,Calculated data
Canada,Oats,Area harvested (Ha),1990,1154000,Official data
Canada,Oats,Yield (Hg/Ha),1990,23327.56,Calculated data
Canada,Rye,Area harvested (Ha),1990,341100,Official data
Canada,Rye,Yield (Hg/Ha),1990,17560.83,Calculated data
Canada,Triticale,Area harvested (Ha),1990,1074,FAO data based on imputation methodology
Canada,Triticale,Yield (Hg/Ha),1990,26396.65,Calculated data
United States of America,Barley,Area harvested (Ha),1990,3047000,Official data
United States of America,Barley,Yield (Hg/Ha),1990,30167.38,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1990,95000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1990,12958.32,Calculated data
United States of America,Maize,Area harvested (Ha),1990,2.71E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1990,74380.32,Calculated data
United States of America,Millet,Area harvested (Ha),1990,120000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1990,15000,Calculated data
United States of America,Oats,Area harvested (Ha),1990,2406000,Official data
United States of America,Oats,Yield (Hg/Ha),1990,21566.92,Calculated data
United States of America,Rye,Area harvested (Ha),1990,151800,Official data
United States of America,Rye,Yield (Hg/Ha),1990,17028.99,Calculated data
United States of America,Sorghum,Area harvested (Ha),1990,3678000,Official data
United States of America,Sorghum,Yield (Hg/Ha),1990,39592.17,Calculated data
Canada,Barley,Area harvested (Ha),1989,4727000,Official data
Canada,Barley,Yield (Hg/Ha),1989,24929.13,Calculated data
Canada,Buckwheat,Area harvested (Ha),1989,22400,Official data
Canada,Buckwheat,Yield (Hg/Ha),1989,8392.86,Calculated data
Canada,Canary seed,Area harvested (Ha),1989,119400,Official data
Canada,Canary seed,Yield (Hg/Ha),1989,9673.37,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1989,264900,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1989,27557.57,Calculated data
Canada,Maize,Area harvested (Ha),1989,1034600,Official data
Canada,Maize,Yield (Hg/Ha),1989,63512.47,Calculated data
Canada,Oats,Area harvested (Ha),1989,1581000,Official data
Canada,Oats,Yield (Hg/Ha),1989,20651.49,Calculated data
Canada,Rye,Area harvested (Ha),1989,454500,Official data
Canada,Rye,Yield (Hg/Ha),1989,17742.57,Calculated data
Canada,Triticale,Area harvested (Ha),1989,1093,FAO estimate
Canada,Triticale,Yield (Hg/Ha),1989,21957.91,Calculated data
United States of America,Barley,Area harvested (Ha),1989,3364000,Official data
United States of America,Barley,Yield (Hg/Ha),1989,26159.33,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1989,112000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1989,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1989,2.62E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1989,72977.96,Calculated data
United States of America,Millet,Area harvested (Ha),1989,113000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1989,15044.25,Calculated data
United States of America,Oats,Area harvested (Ha),1989,2785000,Official data
United States of America,Oats,Yield (Hg/Ha),1989,19472.17,Calculated data
United States of America,Rye,Area harvested (Ha),1989,196000,Official data
United States of America,Rye,Yield (Hg/Ha),1989,17686.22,Calculated data
United States of America,Sorghum,Area harvested (Ha),1989,4493000,Official data
United States of America,Sorghum,Yield (Hg/Ha),1989,34791.9,Calculated data
Canada,Barley,Area harvested (Ha),1988,4152400,Official data
Canada,Barley,Yield (Hg/Ha),1988,24602.64,Calculated data
Canada,Buckwheat,Area harvested (Ha),1988,35600,Official data
Canada,Buckwheat,Yield (Hg/Ha),1988,6376.4,Calculated data
Canada,Canary seed,Area harvested (Ha),1988,103200,Official data
Canada,Canary seed,Yield (Hg/Ha),1988,5804.26,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1988,386100,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1988,16897.18,Calculated data
Canada,Maize,Area harvested (Ha),1988,981400,Official data
Canada,Maize,Yield (Hg/Ha),1988,54709.6,Calculated data
Canada,Oats,Area harvested (Ha),1988,1371400,Official data
Canada,Oats,Yield (Hg/Ha),1988,21825.14,Calculated data
Canada,Rye,Area harvested (Ha),1988,257300,Official data
Canada,Rye,Yield (Hg/Ha),1988,10411.97,Calculated data
United States of America,Barley,Area harvested (Ha),1988,3090000,Official data
United States of America,Barley,Yield (Hg/Ha),1988,20433.66,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1988,108000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1988,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1988,2.36E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1988,53109.05,Calculated data
United States of America,Millet,Area harvested (Ha),1988,107000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1988,14953.27,Calculated data
United States of America,Oats,Area harvested (Ha),1988,2238000,Official data
United States of America,Oats,Yield (Hg/Ha),1988,14110.81,Calculated data
United States of America,Rye,Area harvested (Ha),1988,240800,Official data
United States of America,Rye,Yield (Hg/Ha),1988,15494.19,Calculated data
United States of America,Sorghum,Area harvested (Ha),1988,3659000,Official data
United States of America,Sorghum,Yield (Hg/Ha),1988,40032.8,Calculated data
Canada,Barley,Area harvested (Ha),1987,5004200,Official data
Canada,Barley,Yield (Hg/Ha),1987,27890.57,Calculated data
Canada,Buckwheat,Area harvested (Ha),1987,33500,Official data
Canada,Buckwheat,Yield (Hg/Ha),1987,13164.18,Calculated data
Canada,Canary seed,Area harvested (Ha),1987,82900,Official data
Canada,Canary seed,Yield (Hg/Ha),1987,12014.48,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1987,391100,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1987,27801.07,Calculated data
Canada,Maize,Area harvested (Ha),1987,999300,Official data
Canada,Maize,Yield (Hg/Ha),1987,70197.14,Calculated data
Canada,Oats,Area harvested (Ha),1987,1262800,Official data
Canada,Oats,Yield (Hg/Ha),1987,23717.93,Calculated data
Canada,Rye,Area harvested (Ha),1987,313300,Official data
Canada,Rye,Yield (Hg/Ha),1987,15713.37,Calculated data
United States of America,Barley,Area harvested (Ha),1987,4029500,Official data
United States of America,Barley,Yield (Hg/Ha),1987,28177.94,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1987,95000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1987,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1987,2.41E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1987,75225.08,Calculated data
United States of America,Millet,Area harvested (Ha),1987,118104,Official data
United States of America,Millet,Yield (Hg/Ha),1987,15084.25,Calculated data
United States of America,Oats,Area harvested (Ha),1987,2787500,Official data
United States of America,Oats,Yield (Hg/Ha),1987,19459.73,Calculated data
United States of America,Rye,Area harvested (Ha),1987,271500,Official data
United States of America,Rye,Yield (Hg/Ha),1987,18268.14,Calculated data
United States of America,Sorghum,Area harvested (Ha),1987,4261800,Official data
United States of America,Sorghum,Yield (Hg/Ha),1987,43557.67,Calculated data
Canada,Barley,Area harvested (Ha),1986,4828700,Official data
Canada,Barley,Yield (Hg/Ha),1986,30169.61,Calculated data
Canada,Buckwheat,Area harvested (Ha),1986,36300,Official data
Canada,Buckwheat,Yield (Hg/Ha),1986,10633.61,Calculated data
Canada,Canary seed,Area harvested (Ha),1986,89200,Official data
Canada,Canary seed,Yield (Hg/Ha),1986,14136.77,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1986,382400,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1986,28305.44,Calculated data
Canada,Maize,Area harvested (Ha),1986,993800,Official data
Canada,Maize,Yield (Hg/Ha),1986,59483.8,Calculated data
Canada,Oats,Area harvested (Ha),1986,1287000,Official data
Canada,Oats,Yield (Hg/Ha),1986,25261.85,Calculated data
Canada,Rye,Area harvested (Ha),1986,315000,Official data
Canada,Rye,Yield (Hg/Ha),1986,19330.16,Calculated data
United States of America,Barley,Area harvested (Ha),1986,4846000,Official data
United States of America,Barley,Yield (Hg/Ha),1986,27340.07,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1986,92000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1986,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1986,2.79E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1986,74930.23,Calculated data
United States of America,Millet,Area harvested (Ha),1986,126700,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1986,14206.79,Calculated data
United States of America,Oats,Area harvested (Ha),1986,2768000,Official data
United States of America,Oats,Yield (Hg/Ha),1986,20187.86,Calculated data
United States of America,Rye,Area harvested (Ha),1986,267500,Official data
United States of America,Rye,Yield (Hg/Ha),1986,18138.32,Calculated data
United States of America,Sorghum,Area harvested (Ha),1986,5608500,Official data
United States of America,Sorghum,Yield (Hg/Ha),1986,42521.17,Calculated data
Canada,Barley,Area harvested (Ha),1985,4750300,Official data
Canada,Barley,Yield (Hg/Ha),1985,26076.25,Calculated data
Canada,Buckwheat,Area harvested (Ha),1985,19400,Official data
Canada,Buckwheat,Yield (Hg/Ha),1985,11185.57,Calculated data
Canada,Canary seed,Area harvested (Ha),1985,31500,FAO estimate
Canada,Canary seed,Yield (Hg/Ha),1985,12476.19,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1985,439100,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1985,28804.37,Calculated data
Canada,Maize,Area harvested (Ha),1985,1123400,Official data
Canada,Maize,Yield (Hg/Ha),1985,62042.91,Calculated data
Canada,Oats,Area harvested (Ha),1985,1263300,Official data
Canada,Oats,Yield (Hg/Ha),1985,21655.19,Calculated data
Canada,Rye,Area harvested (Ha),1985,353000,Official data
Canada,Rye,Yield (Hg/Ha),1985,16116.15,Calculated data
United States of America,Barley,Area harvested (Ha),1985,4691000,Official data
United States of America,Barley,Yield (Hg/Ha),1985,27392.88,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1985,78000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1985,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1985,3.04E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1985,74074.45,Calculated data
United States of America,Millet,Area harvested (Ha),1985,101000,FAO estimate
United States of America,Millet,Yield (Hg/Ha),1985,13861.39,Calculated data
United States of America,Oats,Area harvested (Ha),1985,3297000,Official data
United States of America,Oats,Yield (Hg/Ha),1985,22826.81,Calculated data
United States of America,Rye,Area harvested (Ha),1985,286500,Official data
United States of America,Rye,Yield (Hg/Ha),1985,18087.26,Calculated data
United States of America,Sorghum,Area harvested (Ha),1985,6791500,Official data
United States of America,Sorghum,Yield (Hg/Ha),1985,41899.43,Calculated data
Canada,Barley,Area harvested (Ha),1984,4557000,Official data
Canada,Barley,Yield (Hg/Ha),1984,22593.81,Calculated data
Canada,Buckwheat,Area harvested (Ha),1984,34800,Official data
Canada,Buckwheat,Yield (Hg/Ha),1984,6637.93,Calculated data
Canada,Canary seed,Area harvested (Ha),1984,38000,FAO estimate
Canada,Canary seed,Yield (Hg/Ha),1984,11184.21,Calculated data
Canada,"Grain, mixed",Area harvested (Ha),1984,461800,Official data
Canada,"Grain, mixed",Yield (Hg/Ha),1984,26810.31,Calculated data
Canada,Maize,Area harvested (Ha),1984,1149300,Official data
Canada,Maize,Yield (Hg/Ha),1984,58970.68,Calculated data
Canada,Oats,Area harvested (Ha),1984,1336500,Official data
Canada,Oats,Yield (Hg/Ha),1984,19274.97,Calculated data
Canada,Rye,Area harvested (Ha),1984,363300,Official data
Canada,Rye,Yield (Hg/Ha),1984,17954.86,Calculated data
United States of America,Barley,Area harvested (Ha),1984,4540000,Official data
United States of America,Barley,Yield (Hg/Ha),1984,28678.41,Calculated data
United States of America,Buckwheat,Area harvested (Ha),1984,73000,FAO estimate
United States of America,Buckwheat,Yield (Hg/Ha),1984,10000,Calculated data
United States of America,Maize,Area harvested (Ha),1984,2.91E+07,Official data
United States of America,Maize,Yield (Hg/Ha),1984,66980.56,Calculated data
