StateName,StateFIPS,PumaState,PUMA,Counties Within PUMA,uninsured_total,uninsured_percent,Foodstamp,Age0_18,Age19_25,Age26_34,Age35_54,Age55_64,138PctFPL_or_Less,139to400PctFPL,Above400PctFPL,Male,Female,Married,ChildinFamily,Latino,WhiteNonLatino,BlackNonLatino,AsianNonLatino,HawaiiPacIslander,AmericanIndian_AlaskaNative,Multiracial_or_Other,Disabled,FullTime_Worker_in_Family,Job_Agriculture,Job_Mining,Job_ManufacturingConstruction,Job_Trade,Job_InfoFinance,Job_EducHealth,Job_Entertainment,Job_Service,Job_MilitaryPublic,LessThanHS,HSDiploma,CollegeGrad,NoEnglishAdults_in_House,EnglishSpeaking,Spanish,Chinese,Korean,Vietnamese,Tagalog,Russian,OtherLang,SpeaksMostCommonOthLang,OtherLanguage
Georgia,13,1304200,4200,"Thomas County, Decatur County, Grady County, Seminole County, Miller County",23585,26%,6230,2882,4294,4622," 8,185 "," 3,601 "," 14,531 "," 7,839 "," 1,215 "," 12,395 "," 11,190 "," 7,183 "," 7,871 "," 1,183 "," 12,709 "," 8,579 ", 427 , -   , -   , 686 ," 1,819 "," 14,403 ", 756 ," 1,628 "," 2,023 "," 2,843 "," 1,833 "," 2,485 "," 1,912 ", 795 , 783 ," 5,481 "," 16,209 "," 1,895 ",402,23169,416, -   ,,,,,,,**
Georgia,13,1304300,4300,"Lowndes County, Brooks County, Echols County",32870,28.3%,11097,4407,7874,5774," 11,448 "," 3,367 "," 21,613 "," 9,362 "," 1,894 "," 17,174 "," 15,695 "," 6,435 "," 9,902 "," 2,624 "," 15,663 "," 13,576 ", 667 , -   , -   , 340 ," 4,378 "," 22,014 ", 468 ," 1,600 "," 1,871 "," 5,322 "," 3,660 "," 3,706 "," 5,165 "," 2,162 ", 591 ," 5,213 "," 24,833 "," 2,824 ",1226,32068,258,246,,149,,,148,148,Gujarathi
Hawaii,15,1500100,100,"Maui County, Kauai County, Kalawao County",22635,11.8%,2843,4176,2286,4488," 8,568 "," 3,118 "," 11,299 "," 9,739 "," 1,597 "," 13,367 "," 9,267 "," 7,064 "," 8,348 "," 3,413 "," 10,565 ", 188 ," 3,081 "," 1,726 ", -   ," 3,661 "," 1,178 "," 16,441 ", 200 ," 3,618 ", 758 ," 1,816 "," 2,437 "," 1,793 "," 3,739 ", 874 ," 1,028 "," 1,052 "," 16,626 "," 4,957 ",658,21674,158,33,,250,198,,322,226,Ilocano
Hawaii,15,1500200,200,Hawaii County,18949,11.9%,6260,1878,3170,3832," 6,095 "," 3,974 "," 12,953 "," 5,503 ", 493 ," 10,425 "," 8,524 "," 3,780 "," 4,153 "," 2,557 "," 7,154 ", 415 ," 1,723 "," 1,644 ", 64 ," 5,392 "," 2,527 "," 10,163 "," 1,013 "," 2,062 ", 116 ," 1,783 "," 2,001 "," 1,107 "," 3,349 ", 770 ," 1,086 "," 2,286 "," 15,052 "," 1,611 ",52,18614,29, -   ,,,85,,221,120,Hawaiian
Hawaii,15,1500301,301,Honolulu County (part),7889,6.8%,1393,1788,1693,1367," 2,486 ", 555 ," 4,515 "," 3,058 ", 316 ," 5,057 "," 2,833 "," 3,108 "," 3,755 ", 760 ," 1,487 ", -   ," 1,491 ", 865 , -   ," 3,286 ", 479 ," 5,219 ", -   ," 1,294 ", -   , 660 ," 1,637 ", 596 , 719 , 853 , 160 , 441 ," 7,113 ", 336 ,72,7640,18, -   ,,,,,231,89,Ilocano
Hawaii,15,1500302,302,Honolulu County (part),5811,5.9%,67,951,502,1290," 2,410 ", 657 ," 3,972 "," 1,338 ", 501 ," 3,949 "," 1,861 "," 1,645 "," 2,054 ", 14 ," 2,402 ", 400 ," 1,056 ", 335 , -   ," 1,604 ", 355 ," 4,043 ", -   , 767 , -   , 556 , 549 , 690 , 120 , 567 , 518 , 479 ," 4,315 "," 1,016 ",,5772,, -   ,,,,,38,38,Ilocano
Hawaii,15,1500303,303,Honolulu County (part),5790,6.8%,879,862,839,679," 2,370 "," 1,040 "," 2,588 "," 2,699 ", 504 ," 3,791 "," 2,000 "," 1,268 "," 2,069 ", 557 ," 1,321 ", -   ," 2,573 ", 545 , -   , 795 , 251 ," 3,830 ", -   , 648 , 63 ," 1,307 "," 1,280 ", 269 , 554 , 127 , 90 , 134 ," 3,823 "," 1,833 ",413,4913,,228,232,,,,417,362,Japanese
Hawaii,15,1500304,304,Honolulu County (part),6768,7.4%,583,389,2080,1744," 1,693 ", 861 ," 4,821 "," 1,647 ", 299 ," 4,257 "," 2,511 ", 651 , 842 , 870 ," 2,144 ", -   ," 2,738 ", 159 , -   , 857 , 614 ," 3,099 ", 124 , 875 , -   , 824 , 639 ," 1,301 "," 1,052 ", 431 , 570 , 623 ," 3,163 "," 2,982 ",1398,5326,102,312,733,135,,,159,116,Japanese
Hawaii,15,1500305,305,Honolulu County (part),6478,6.9%,828,345,1678,1384," 2,226 ", 844 ," 3,945 "," 1,923 ", 610 ," 3,577 "," 2,901 "," 1,986 "," 2,166 ", 205 , 263 , 566 ," 3,415 "," 1,255 ", -   , 774 , 181 ," 4,492 ", 96 , 778 , 134 , 637 , 856 , 829 , 992 , 312 , 334 ," 1,684 "," 3,791 "," 1,003 ",1226,4694,19,986,84,26,197,,471,131,Ilocano
Hawaii,15,1500306,306,Honolulu County (part),5341,4.2%,487,791,1283,1097," 1,755 ", 414 ," 3,622 "," 1,481 ", 237 ," 3,519 "," 1,821 "," 1,034 "," 1,337 ", 737 , 752 , -   ," 1,754 ", 257 , -   ," 1,840 ", 351 ," 3,502 ", -   , 595 , 212 ," 1,005 ", 548 , 487 , 614 , -   , 126 , 452 ," 4,206 ", 682 ,360,4723,16,101,66,148,162,,124,108,Samoan
Hawaii,15,1500307,307,Honolulu County (part),10313,5.1%,2634,1104,2457,2486," 3,555 ", 710 ," 6,293 "," 3,233 ", 787 ," 6,201 "," 4,112 "," 2,335 "," 3,143 ", 638 ," 1,081 ", -   ," 4,809 "," 1,216 ", -   ," 2,569 ", 723 ," 5,413 ", -   , 609 , 164 , 666 ," 1,066 "," 1,491 "," 1,908 ", 262 , 470 , 895 ," 7,396 "," 2,021 ",1792,7671,,112,102,,540,,1887,876,Ilocano
Idaho,16,1600100,100,"Kootenai County, Bonner County, Shoshone County, Boundary County, Benewah County",39730,22.1%,12064,5784,7374,5357," 13,281 "," 7,936 "," 17,346 "," 17,693 "," 4,691 "," 20,679 "," 19,051 "," 14,804 "," 14,253 "," 1,673 "," 36,032 ", 77 , 47 , -   ," 1,516 ", 386 ," 3,798 "," 29,173 "," 1,707 "," 4,731 "," 2,253 "," 5,163 "," 4,657 "," 3,466 "," 4,937 "," 2,297 ", 889 ," 5,772 "," 29,569 "," 4,390 ",16,39489,4,9,,,,,228,218,Italian
Idaho,16,1600200,200,"Nez Perce County, Latah County, Idaho County, Clearwater County, Lewis County",17053,18.7%,3182,2731,3468,3269," 5,400 "," 2,185 "," 6,467 "," 9,825 ", 761 ," 9,909 "," 7,144 "," 5,376 "," 5,750 ", 585 ," 14,873 ", -   , 147 , -   ," 1,031 ", 417 ," 1,399 "," 13,938 ", 248 ," 1,310 ", 603 ," 3,124 "," 1,494 "," 3,478 "," 1,970 ", 647 , 579 , 998 ," 13,437 "," 2,618 ",26,17027,26, -   ,,,,,,,**
Idaho,16,1600300,300,"Bonneville County, Madison County, Jefferson County, Fremont County, Lemhi County, Teton County, Custer County, Butte County, Clark County",24594,13.3%,8779,3389,4843,5840," 7,694 "," 2,829 "," 13,856 "," 9,870 ", 868 ," 12,383 "," 12,211 "," 8,747 "," 11,263 "," 1,883 "," 21,573 ", 21 , -   , 58 , 629 , 430 ," 2,355 "," 21,111 ", 826 ," 2,809 "," 1,253 "," 5,053 "," 2,438 "," 4,575 "," 2,876 "," 1,078 ", 142 ," 3,380 "," 17,915 "," 3,299 ",560,23747,841, -   ,,,,,6,,**
Idaho,16,1600400,400,"Elmore County, Payette County, Gem County, Owyhee County, Washington County, Valley County, Boise County, Adams County",19450,23.5%,5452,4873,2374,2776," 6,682 "," 2,745 "," 10,595 "," 7,868 ", 987 ," 10,060 "," 9,390 "," 5,925 "," 9,713 "," 3,134 "," 14,723 ", 43 , 3 , 64 , 716 , 767 ," 2,022 "," 15,740 "," 1,558 "," 1,742 ", 458 ," 3,629 "," 1,406 "," 1,793 "," 1,619 ", 756 , 442 ," 3,869 "," 14,156 "," 1,426 ",1849,18695,510, -   ,,,,,245,217,Other Specified North American Indian languages
Idaho,16,1600500,500,Canyon County,32207,19.6%,8820,6995,6951,6816," 8,610 "," 2,835 "," 14,003 "," 15,912 "," 2,291 "," 18,290 "," 13,916 "," 10,763 "," 16,648 "," 9,033 "," 22,235 ", 155 , -   , -   , 318 , 465 ," 4,469 "," 26,938 ", 971 ," 1,960 "," 2,225 "," 4,385 "," 5,174 "," 3,445 "," 2,654 "," 2,132 ", 760 ," 5,394 "," 21,654 "," 5,159 ",1434,30192,1734, -   ,,,,,281,161,Navaho
Idaho,16,1600600,600,Ada County (part),24933,14.4%,5637,2140,5160,4724," 9,802 "," 3,108 "," 10,845 "," 10,548 "," 3,540 "," 13,215 "," 11,718 "," 7,507 "," 5,814 "," 1,596 "," 22,560 ", 195 , 233 , -   , -   , 349 ," 2,913 "," 20,331 ", 99 ," 1,559 "," 1,432 "," 4,981 "," 4,211 "," 4,576 "," 2,182 "," 1,121 ", 908 ," 1,847 "," 17,417 "," 5,669 ",753,24173,615, -   ,,,7,53,85,,**
Idaho,16,1600700,700,Ada County (part),15216,8.5%,4242,2211,1571,3828," 5,134 "," 2,472 "," 8,438 "," 6,246 ", 532 ," 7,660 "," 7,556 "," 5,311 "," 5,841 "," 1,491 "," 13,181 ", 110 , 394 , -   , 18 , 22 ," 1,829 "," 8,724 ", 435 , 583 ," 2,232 "," 1,761 "," 1,674 "," 1,072 "," 1,130 "," 1,814 ", 366 ," 1,579 "," 11,225 "," 2,412 ",295,15168,22, -   ,,,,,26,,**
Idaho,16,1600800,800,"Twin Falls County, Cassia County, Minidoka County, Blaine County, Jerome County, Gooding County, Lincoln County, Camas County",25079,16.5%,4725,5701,5218,4798," 6,839 "," 2,523 "," 13,416 "," 10,093 "," 1,570 "," 13,880 "," 11,199 "," 7,114 "," 10,742 "," 7,399 "," 17,144 ", 328 , 16 , 27 , 36 , 129 ," 2,290 "," 22,512 "," 3,422 "," 2,032 "," 1,300 "," 3,218 "," 2,614 "," 2,465 "," 2,502 "," 1,017 ", 550 ," 4,493 "," 17,442 "," 3,144 ",1254,22577,2149, -   ,,,,,352,182,Turkish
Idaho,16,1600900,900,"Bannock County, Bingham County, Franklin County, Power County, Caribou County, Bear Lake County, Oneida County",24271,16.8%,7789,3297,4322,3804," 9,517 "," 3,331 "," 11,615 "," 10,425 "," 2,231 "," 11,882 "," 12,388 "," 8,989 "," 7,832 "," 2,401 "," 19,288 ", 120 , 135 , -   ," 1,738 ", 589 ," 3,093 "," 20,344 ", 915 ," 2,322 "," 1,737 "," 4,184 "," 2,197 "," 2,912 "," 3,044 "," 1,276 ", 931 ," 2,765 "," 19,500 "," 2,006 ",414,23625,605, -   ,,,,,41,,**
Illinois,17,1700101,101,Rock Island County (part),8724,10.6%,2476,436,1467,1616," 3,840 "," 1,366 "," 4,441 "," 3,609 ", 674 ," 5,365 "," 3,359 "," 1,999 "," 2,113 "," 1,255 "," 6,928 ", 383 , 42 , -   , 58 , 58 ," 1,407 "," 5,958 ", 253 ," 1,269 "," 1,783 ", 842 , 748 , 875 ," 1,484 ", 285 , 62 ," 1,396 "," 6,473 ", 856 ,439,8143,251, -   ,,,,,330,111,Polish
Illinois,17,1700102,102,Rock Island County (part),9586,11.6%,1662,775,1524,1988," 3,363 "," 1,936 "," 5,310 "," 3,855 ", 421 ," 5,950 "," 3,636 "," 2,676 "," 1,566 "," 1,026 "," 7,312 "," 1,016 ", 232 , -   , -   , -   , 984 ," 6,563 ", 728 ," 1,083 "," 1,194 "," 1,401 "," 1,149 ", 936 ," 1,220 ", 467 , 76 ," 2,545 "," 6,394 ", 647 ,325,8629,957, -   ,,,,,,,**
Illinois,17,1700103,103,Rock Island County (part),10710,12.3%,4501,301,1882,3087," 4,204 "," 1,237 "," 7,221 "," 2,660 ", 830 ," 6,148 "," 4,563 "," 2,948 "," 1,747 "," 1,559 "," 7,511 "," 1,217 ", 266 , -   , 158 , -   ," 1,426 "," 7,992 ", 71 ," 1,586 ", 430 ," 1,516 "," 1,945 "," 1,395 "," 1,453 ", 578 , 153 ," 3,507 "," 6,421 ", 782 ,411,10061,413, -   ,,,,,236,121,Bisayan
Illinois,17,1700200,200,"Fulton County, McDonough County, Hancock County, Warren County, Henderson County",10091,10.6%,2234,201,3001,1749," 3,618 "," 1,522 "," 6,490 "," 3,240 ", 362 ," 5,665 "," 4,426 "," 1,863 "," 1,128 ", 620 ," 8,276 ", 663 , 14 , -   , 18 , 500 ," 1,347 "," 5,814 ", 201 , 723 ," 1,217 "," 1,585 ", 856 ," 1,508 ", 909 , 520 , 384 ," 2,242 "," 7,354 ", 496 ,671,9394,345, -   ,,14,,36,302,281,Polish
Illinois,17,1700300,300,"Adams County, Pike County, Mason County, Schuyler County, Brown County",14299,16%,3309,1173,3574,2304," 5,633 "," 1,615 "," 7,774 "," 5,751 ", 774 ," 8,708 "," 5,591 "," 3,107 "," 3,443 ", 304 ," 12,710 "," 1,017 ", 82 , -   , -   , 187 ," 1,420 "," 10,538 ", 263 ," 1,509 "," 1,244 "," 3,796 ", 827 ," 1,556 "," 1,988 ", 818 , 235 ," 2,229 "," 10,172 "," 1,899 ",176,14124,94, -   ,,,,,82,82,Panjabi
Illinois,17,1700400,400,"Macoupin County, Morgan County, Greene County, Cass County, Scott County, Calhoun County",9857,9.6%,1527,237,1583,2524," 3,969 "," 1,544 "," 5,026 "," 4,063 ", 768 ," 5,672 "," 4,185 "," 2,876 "," 1,958 ", 302 ," 8,361 ", 901 , 18 , -   , -   , 274 , 590 ," 6,803 ", 177 ," 1,197 ", 598 ," 1,647 "," 1,005 "," 1,084 "," 1,214 "," 1,117 ", 123 ," 1,206 "," 8,010 ", 640 ,481,9336,216, -   ,,,,,304,304,French
Illinois,17,1700500,500,"Effingham County, Montgomery County, Fayette County, Bond County",8029,9.6%,1544,870,1593,1221," 2,993 "," 1,352 "," 3,584 "," 3,976 ", 469 ," 4,467 "," 3,562 "," 3,074 "," 2,034 ", 76 ," 7,605 ", 332 , -   , -   , -   , 16 ," 1,127 "," 6,247 ", 30 , 416 ," 1,019 "," 1,899 ", 731 , 664 ," 1,036 ", 438 , 197 ," 1,099 "," 6,447 ", 483 ,184,8029,, -   ,,,,,,,**
Illinois,17,1700600,600,"Coles County, Douglas County, Edgar County, Cumberland County",12158,14%,3579,2271,3011,2448," 3,195 "," 1,232 "," 5,305 "," 5,484 "," 1,369 "," 6,784 "," 5,373 "," 4,079 "," 3,738 ", 434 ," 11,158 ", 198 , 272 , -   , -   , 96 ," 1,025 "," 10,033 ", 299 ," 1,168 "," 1,331 "," 1,998 ", 989 ," 1,770 "," 1,147 ", 544 , 104 ," 3,016 "," 8,465 ", 676 ,418,11515,237, -   ,,,,,406,406,German
Illinois,17,1700700,700,"Crawford County, Wayne County, Clark County, Richland County, Lawrence County, Clay County, Jasper County",16109,18.3%,2972,558,3490,3399," 6,906 "," 1,757 "," 11,268 "," 4,418 ", 424 ," 11,381 "," 4,728 "," 5,080 "," 1,613 "," 1,249 "," 10,475 "," 4,215 ", 9 , -   , -   , 161 ," 3,042 "," 7,127 ", 398 ," 1,719 ", 810 ," 1,506 "," 1,763 "," 2,407 "," 1,097 ", 152 , 131 ," 4,929 "," 10,826 ", 354 ,272,15837,272, -   ,,,,,,,**
Illinois,17,1700800,800,"Saline County, Union County, White County, Massac County, Wabash County, Johnson County, Alexander County, Hamilton County, Pulaski County, Edwards County, Gallatin County, Hardin County, Pope County",17708,15.5%,6215,1312,3806,2838," 7,260 "," 2,493 "," 10,969 "," 6,103 ", 636 ," 9,604 "," 8,105 "," 5,470 "," 3,137 ", 373 ," 15,939 "," 1,289 ", -   , -   , -   , 107 ," 2,517 "," 12,360 ", 548 ," 1,685 "," 1,570 "," 2,731 "," 2,231 "," 2,119 "," 1,693 ", 642 , 927 ," 4,025 "," 12,822 ", 861 ,253,17401,280, -   ,,,,,27,,**
Illinois,17,1700900,900,"Williamson County, Jackson County, Franklin County, Perry County",22284,14%,4863,2359,4851,3757," 8,798 "," 2,519 "," 14,540 "," 6,536 "," 1,208 "," 12,667 "," 9,617 "," 4,751 "," 4,264 ", 545 ," 18,509 "," 3,038 ", -   , -   , 14 , 178 ," 2,245 "," 13,248 ", 165 , 876 ," 1,454 "," 3,240 "," 2,039 "," 3,386 "," 2,613 ", 992 ," 1,828 "," 2,354 "," 17,622 "," 2,308 ",,22193,91, -   ,,,,,,,**
Illinois,17,1701000,1000,"Marion County, Jefferson County, Randolph County, Washington County",10401,9.6%,2794,985,2926,1833," 3,010 "," 1,647 "," 6,770 "," 3,205 ", 426 ," 5,851 "," 4,550 "," 2,394 "," 2,405 ", 69 ," 9,376 ", 866 , -   , -   , -   , 90 ," 1,018 "," 7,671 ", 522 , 951 , 982 ," 1,472 ", 674 ," 2,212 "," 1,116 ", 342 , 383 ," 1,445 "," 7,928 "," 1,028 ",314,10087,, -   ,,,,,314,314,Pennsylvania Dutch
Illinois,17,1701101,1101,St. Clair County (part),23604,14.6%,6897,1250,4343,6917," 7,401 "," 3,693 "," 16,598 "," 6,238 ", 768 ," 13,251 "," 10,352 "," 4,568 "," 5,625 ", 911 ," 9,446 "," 12,935 ", -   , -   , 177 , 135 ," 3,475 "," 13,434 ", 91 , 988 , 930 ," 3,334 "," 2,544 "," 2,345 "," 3,097 "," 1,111 "," 1,148 "," 5,394 "," 17,658 ", 552 ,601,22381,656, -   ,,,,,567,567,Arabic
Illinois,17,1701102,1102,St. Clair County (part),10981,8.1%,1514,1280,1423,2721," 4,296 "," 1,261 "," 4,942 "," 4,966 "," 1,073 "," 5,497 "," 5,484 "," 3,182 "," 3,125 ", 297 ," 9,752 ", 932 , -   , -   , -   , -   , 794 ," 7,400 ", 12 ," 1,631 ", 616 ," 2,675 "," 1,269 "," 1,603 ", 935 , 183 , 103 ," 1,230 "," 8,235 "," 1,516 ",34,10739,114, -   ,,,,,128,94,Arabic
Illinois,17,1701201,1201,Madison County (part),14311,14.6%,5284,1118,3905,3721," 4,353 "," 1,215 "," 9,872 "," 4,118 ", 321 ," 8,328 "," 5,983 "," 2,367 "," 3,297 ", 721 ," 9,027 "," 4,344 ", -   , -   , -   , 219 ," 2,015 "," 7,663 ", 22 , 958 ," 1,740 "," 2,485 "," 1,215 "," 1,356 "," 1,516 ", 284 , 660 ," 1,838 "," 12,039 ", 435 ,423,14088,223, -   ,,,,,,,**
Illinois,17,1701202,1202,Madison County (part),13526,9.1%,2996,1740,3927,1433," 5,989 ", 437 ," 5,690 "," 6,312 "," 1,524 "," 7,990 "," 5,536 "," 3,863 "," 2,375 ", 240 ," 11,986 ", 843 , 58 , -   , 80 , 320 , 656 ," 10,021 ", 107 ," 1,255 ", 468 ," 1,869 ", 874 ," 2,983 "," 2,156 ", 497 , 384 , 997 ," 11,699 ", 830 ,72,13454,67, -   ,,,,,5,,**
Illinois,17,1701300,1300,Sangamon County (part),13749,14.3%,4629,1070,2631,2502," 6,305 "," 1,242 "," 8,526 "," 4,090 "," 1,134 "," 8,716 "," 5,034 "," 1,293 "," 2,185 ", 55 ," 7,905 "," 4,433 ", 451 , -   , 476 , 430 ," 2,395 "," 7,901 ", -   ," 1,041 ", 70 ," 2,868 "," 1,829 "," 1,391 "," 2,142 ", 715 , 792 ," 2,754 "," 9,426 "," 1,569 ",77,13583,55, -   ,,72,39,,,,**
Illinois,17,1701400,1400,Sangamon County (part),14756,13.4%,2015,1234,2311,4381," 5,895 ", 935 ," 11,064 "," 3,190 ", 503 ," 10,371 "," 4,386 "," 1,951 "," 2,566 ", 691 ," 8,831 "," 4,203 ", 366 , -   , -   , 665 ," 1,865 "," 6,013 ", 165 ," 1,860 ", 411 ," 1,987 "," 1,275 "," 1,005 "," 1,266 ", 442 , 649 ," 3,229 "," 9,951 "," 1,577 ",122,14520,114, -   ,,,98,,24,24,**
Illinois,17,1701500,1500,Macon County,12458,13.6%,3743,1720,2077,2033," 4,857 "," 1,771 "," 6,936 "," 4,664 ", 857 ," 6,653 "," 5,805 "," 2,667 "," 2,762 ", 48 ," 9,300 "," 2,459 ", 558 , -   , -   , 93 ," 1,089 "," 8,774 ", -   , 929 ," 1,231 "," 2,100 "," 1,287 "," 1,308 "," 1,782 ", 714 , 319 ," 4,039 "," 7,247 "," 1,172 ",467,11855,,415,,,,,188,76,Hindi
Illinois,17,1701600,1600,"Christian County, Shelby County, De Witt County, Piatt County, Moultrie County",10066,11.7%,2470,800,2444,1524," 3,606 "," 1,692 "," 4,504 "," 4,221 "," 1,341 "," 5,721 "," 4,345 "," 3,121 "," 2,794 ", 27 ," 10,024 ", -   , -   , -   , -   , 15 , 515 ," 7,145 ", 229 ," 1,428 ", 889 ," 1,900 ", 682 ," 1,508 ", 679 , 424 , 374 ," 1,877 "," 7,681 ", 508 ,27,10039,27, -   ,,,,,,,**
Illinois,17,1701700,1700,Peoria County (part),10484,11.2%,2779,532,2516,3215," 3,053 "," 1,168 "," 6,419 "," 3,313 ", 752 ," 6,172 "," 4,312 "," 1,288 ", 883 , 444 ," 5,034 "," 4,714 ", 81 , -   , -   , 211 , 590 ," 6,161 ", -   , 277 , 360 ," 1,585 "," 1,334 "," 1,957 "," 1,940 ", 188 , 828 ," 1,911 "," 7,807 ", 767 ,279,10082,285, -   ,,,,,117,81,Urdu
Illinois,17,1701800,1800,Peoria County (part),9635,9.7%,1625,1252,1157,2289," 3,918 "," 1,019 "," 5,860 "," 3,300 ", 475 ," 5,545 "," 4,090 "," 1,905 "," 2,021 ", 330 ," 8,763 ", 343 , 99 , -   , -   , 100 , 570 ," 7,284 ", 127 , 804 , 686 ," 2,011 ", 793 ," 1,205 "," 1,699 ", 250 , 323 ," 1,075 "," 7,817 ", 742 ,141,9523,34,41,,,37,,,,**
Illinois,17,1701900,1900,Tazewell County,13682,12%,4468,2397,2397,2225," 5,665 ", 998 ," 7,224 "," 6,118 ", 340 ," 8,145 "," 5,537 "," 2,427 "," 4,619 ", 151 ," 12,495 ", 373 , -   , -   , 48 , 615 ," 2,028 "," 10,210 ", -   , 700 ," 1,463 "," 1,849 "," 1,892 "," 1,640 "," 1,460 ", 850 , 109 ," 1,778 "," 9,936 "," 1,968 ",102,13580,102, -   ,,,,,,,**
Illinois,17,1702000,2000,McLean County,10182,6.7%,2737,528,3814,1449," 3,323 "," 1,068 "," 5,431 "," 3,401 "," 1,351 "," 5,145 "," 5,037 "," 2,124 "," 1,384 ", 703 ," 6,786 "," 2,527 ", 150 , -   , -   , 17 ," 1,410 "," 6,540 ", 259 , 315 , 539 ," 3,248 "," 1,032 ", 863 ," 1,846 ", 487 , 338 ," 1,450 "," 7,403 "," 1,330 ",641,9953,153, -   ,,,,76,,,**
Illinois,17,1702100,2100,Champaign County,18473,10.2%,2924,855,4865,5581," 5,131 "," 2,041 "," 11,321 "," 6,520 ", 633 ," 11,799 "," 6,674 "," 4,257 "," 3,221 "," 1,284 "," 11,713 "," 3,246 "," 1,976 ", -   , 72 , 183 ," 1,097 "," 12,258 ", -   ," 1,279 "," 1,195 "," 4,371 "," 2,516 "," 3,120 "," 2,477 ", 945 , 143 ," 1,242 "," 12,144 "," 5,088 ",1996,16277,689,743,56,660,,,49,49,**
Illinois,17,1702200,2200,"Vermilion County, Livingston County, Iroquois County, Ford County",20201,14.8%,3818,1482,3916,4684," 7,080 "," 3,040 "," 12,928 "," 6,236 "," 1,037 "," 11,338 "," 8,863 "," 4,972 "," 3,681 "," 1,226 "," 14,554 "," 4,268 ", -   , -   , 61 , 92 ," 2,298 "," 10,783 ", 649 ," 1,275 "," 1,681 "," 2,327 "," 2,416 "," 2,406 "," 1,237 "," 1,060 "," 1,530 "," 4,917 "," 13,937 "," 1,348 ",175,19913,288, -   ,,,,,,,**
Illinois,17,1702300,2300,Kankakee County,12078,12.4%,5071,1482,2382,1698," 4,995 "," 1,520 "," 7,972 "," 3,448 ", 659 ," 7,228 "," 4,850 "," 3,184 "," 4,047 "," 1,699 "," 6,150 "," 4,127 ", -   , -   , -   , 102 ," 1,564 "," 7,657 ", 240 , 789 ," 1,058 "," 1,997 "," 1,128 "," 1,115 "," 1,055 ", 140 ," 1,070 "," 2,458 "," 8,362 "," 1,257 ",812,11163,916, -   ,,,,,,,**
Illinois,17,1702400,2400,La Salle County,11626,12.3%,3500,609,3207,2232," 4,141 "," 1,437 "," 7,181 "," 4,085 ", 360 ," 7,603 "," 4,023 "," 2,101 "," 1,361 ", 551 ," 9,668 ", 878 , -   , -   , -   , 529 , 876 ," 7,113 ", 246 , 901 ," 1,065 "," 2,593 ", 824 ," 1,136 "," 2,187 ", 428 , 353 ," 1,931 "," 9,181 ", 514 ,,11514,112, -   ,,,,,,,**
Illinois,17,1702500,2500,"Knox County, Bureau County, Marshall County, Stark County, Putnam County",11181,12.5%,1868,759,2492,2367," 4,117 "," 1,446 "," 6,608 "," 3,865 ", 709 ," 7,117 "," 4,065 "," 2,404 "," 2,603 ", 964 ," 8,297 "," 1,632 ", 103 , -   , 73 , 112 , 861 ," 6,290 ", 258 , 767 , 760 ," 1,660 ", 692 ," 1,736 "," 1,160 ", 277 , 288 ," 2,527 "," 7,908 ", 747 ,160,10943,214, -   ,,,,,24,,**
Illinois,17,1702600,2600,"DeKalb County, Lee County",11260,9.2%,2366,802,1606,1915," 4,885 "," 2,052 "," 5,913 "," 3,286 "," 2,061 "," 6,016 "," 5,243 "," 3,136 "," 2,111 "," 2,205 "," 8,483 ", 572 , -   , -   , -   , -   , 935 ," 8,478 ", 268 , 539 ," 1,623 "," 2,396 "," 1,582 ", 793 ," 2,035 ", 229 , 411 ," 2,295 "," 7,522 "," 1,442 ",1392,10102,1074, -   ,,,,,84,84,Pennsylvania Dutch
Illinois,17,1702700,2700,"Ogle County, Stephenson County",7818,9.5%,2354,178,1150,2410," 3,584 ", 495 ," 3,756 "," 3,579 ", 483 ," 5,425 "," 2,392 "," 1,780 ", 966 , 617 ," 5,633 "," 1,219 ", 9 , -   , 158 , 182 , 664 ," 5,532 ", 480 ," 1,310 "," 1,203 "," 1,130 ", 714 ," 1,390 ", 642 , 349 , 160 ," 1,038 "," 5,956 ", 823 ,19,7637,172, -   ,,,9,,,,**
Illinois,17,1702800,2800,Winnebago County (part),21403,17.2%,7729,3704,4019,4640," 7,086 "," 1,954 "," 14,703 "," 6,375 ", 324 ," 13,353 "," 8,050 "," 4,298 "," 7,468 "," 5,430 "," 10,186 "," 5,253 ", 302 , -   , -   , 231 ," 3,004 "," 13,218 ", 63 ," 1,784 "," 2,113 "," 2,335 "," 4,441 "," 1,543 "," 2,553 ", 744 , 833 ," 6,298 "," 13,555 "," 1,549 ",1532,19520,1327, -   ,,,,,556,253,Laotian
Illinois,17,1702900,2900,Winnebago County (part),21974,12.9%,4788,1592,3576,3801," 9,530 "," 3,475 "," 11,259 "," 8,533 "," 2,182 "," 11,365 "," 10,609 "," 3,938 "," 5,210 "," 1,857 "," 18,319 "," 1,606 ", 3 , -   , -   , 189 ," 1,214 "," 15,443 ", 293 ," 2,296 "," 2,425 "," 3,881 "," 4,729 "," 2,557 "," 1,720 ", 278 , 380 ," 2,674 "," 17,790 "," 1,510 ",878,21074,900, -   ,,,,,,,**
