Course,Section,Cr,Days,Times,Title,DistReq,Diversity,Room,Reg,Max,Exam,Faculty
EC134,C,4,TR,11:00am-12:15pm,Principles of Macroeconomics,S, ,DIAM 141,38,35,15,"Lester, R  "
EC134,D,4,TR, 1:00pm- 2:15pm,Principles of Macroeconomics,S, ,DIAM 141,36,35,15,"Lester, R  "
EC212,A,4,MWF, 9:00am- 9:50am,Corporate Finance II,, ,DIAM 344,19,22,2,"Fan, Y     "
EC212,B,4,MWF,11:00am-11:50am,Corporate Finance II,, ,DIAM 344,22,22,2,"Fan, Y     "
EC223,A,4,MWF,10:00am-10:50am,Microeconomic Theory,, ,DIAM 153,32,30,11,Hubbard    
EC224,A,4,MWF,10:00am-10:50am,Macroeconomic Theory,, ,DIAM 141,29,30,12,Findlay    
EC224,A,4,W, 3:00pm- 4:00pm,Macroeconomic Theory,, ,DIAM 122,29,30,12,Findlay    
EC224,B,4,MWF,11:00am-11:50am,Macroeconomic Theory,, ,DIAM 141,28,30,12,Findlay    
EC224,B,4,W, 3:00pm- 4:00pm,Macroeconomic Theory,, ,DIAM 122,28,30,12,Findlay    
EC231,A,4,MW,11:00am-12:15pm,Environmental and Natural Resource Economics,, ,DIAM 153,30,30,5,Meredith   
EC231,B,4,MW, 1:00pm- 2:15pm,Environmental and Natural Resource Economics,, ,DIAM 153,30,30,5,Meredith   
EC235,A,4,TR, 9:30am-10:45am,Organizational Strategy and Economics,, ,DIAM 145,26,22,8,Downs      
EC237,A,4,TR, 1:00pm- 2:15pm,Experimental Economics,, ,DIAM 145,21,22,7,Giffin     
EC252,A,4,MWF, 1:00pm- 1:50pm,Presidential Economics,H, ,DIAM 344,18,22,4,Findlay    
EC293,A,4,TR, 9:30am-10:45am,Research Methods and Statistics for Economics,, ,DIAM 344,22,22,8,"Park, Y    "
EC313,A,4,TR, 2:30pm- 3:45pm,Behavioral Economics,, ,DIAM 145,21,22,4,Giffin     
EC318,A,4,TR, 9:30am-10:45am,Economics of Health and Consumer Behavior,, ,DIAM 342,22,22,0,Novak      
EC335,A,4,TR, 1:00pm- 2:15pm,Topics in Economic Development,, ,DIAM 342,22,22,7,Novak      
EC393,A,4,TR,11:00am-12:15pm,Econometrics,, ,DIAM 342,22,22,6,LaFave     
EC452,A,1,,TBA,Economics Research,, , ,6,12, ,Novak      
EC471,A,4,T, 1:00pm- 3:30pm,Seminar: Global Production,, ,DIAM 341,12,14,0,Waldkirch  
EC471,A,4,R, 1:00pm- 2:15pm,Seminar: Global Production,, ,DIAM 341,12,14,0,Waldkirch  
EC474,A,4,M, 1:00pm- 3:30pm,Seminar: Growth and Work of Nations,, ,DIAM 341,10,14,0,"Lester, R  "
EC474,A,4,W, 2:30pm- 3:45pm,Seminar: Growth and Work of Nations,, ,DIAM 341,10,14,0,"Lester, R  "
EC475,A,4,M, 1:00pm- 3:30pm,Seminar: Health and Global Development,, ,DIAM 342,13,14,0,LaFave     
EC475,A,4,W, 1:00pm- 2:15pm,Seminar: Health and Global Development,, ,DIAM 322,13,14,0,LaFave     
EC498,A,4,TR, 2:30pm- 3:45pm,Seminar: Political Economy,, ,DIAM 344,11,14,9,"Park, Y    "
ED201,A,4,TR, 2:30pm- 3:45pm,Education and Social Justice,S,U ,DIAM 123,26,20,15,Tappan     
ED213,A,4,TR,11:00am-12:15pm,Schools and Society,,U ,DIAM 123,21,20,6,Howard     
ED222,A,4,MW, 2:30pm- 3:45pm,Second Language Pedagogy (See EA221),, , ,0, , ,"Wang, F    "
ED249,A,4,MW,11:00am-12:15pm,Achievement Gap,, ,DIAM 123,19,20,1,Casalaspi  
ED317,A,4,TR, 1:00pm- 2:15pm,Boys to Men (See WG317),,U , ,0, , ,Tappan     
ED322,A,4,M, 1:00pm- 3:30pm,Social Class and Schooling,,U ,ALCM 205,17,18,4,Howard     
ED345,A,4,W, 1:00pm- 3:30pm,Reform and the Classroom,, ,MILL 034,11,20,3,Yoshizawa  
ED347,A,4,M, 1:00pm- 3:30pm,Education Policymaking in Theory and Practice,, ,DIAM 123,9,20,4,Casalaspi  
ED351,A,1 to 3,,TBA,Practicum in Education,, , ,1, , ,Tappan     
ED398,A,1,M,10:00am-10:50am,Citizenship and Community II,, ,DIAM 123,18,18, ,Klepach    
ED398,B,1,M, 8:00pm- 8:50pm,Citizenship and Community II,, ,ALCM 205,25,18, ,Duff       
ED398,C,1,T,11:00am-11:50am,Citizenship and Community II,, ,MILL 014,18,18, ,Tappan     
ED398,D,1,T, 4:30pm- 5:20pm,Citizenship and Community II,, ,ALCM 205,18,18, ,Bruesewitz 
ED398,E,1,W, 9:00am- 9:50am,Citizenship and Community II,, ,ALCM 205,12,18, ,Sheriff    
ED398,F,1,W, 1:00pm- 1:50pm,Citizenship and Community II,, ,DIAM 123,14,18, ,Begley     
ED398,G,1,W, 7:00pm- 7:50pm,Citizenship and Community II,, ,ALCM 505,20,18, ,Becknell   
ED398,H,1,R, 1:00pm- 1:50pm,Citizenship and Community II,, ,BIXL 102,18,18, ,Benjamin   
ED398,I,1,R, 3:00pm- 3:50pm,Citizenship and Community II,, ,ALCM 205,20,18, ,Rice       
ED398,J,1,R, 4:00pm- 4:50pm,Citizenship and Community II,, ,ALCM 205,17,18, ,"Jabar, E   "
ED398B,A,4,W, 7:00pm- 9:30pm,Community Engagement in Education,, ,ALCM 205,2,20,5,Casalaspi  
ED433,A,4,,TBA,Student Teaching Practicum,, , ,1,15,0,Howard     
ED494A,A,4,M, 7:00pm- 9:30pm,Senior Seminar in Creating Equitable Learning Environments,, ,MILL 034,1,15,0,Howard     
ED494B,A,4,M, 7:00pm- 9:30pm,Senior Seminar in Professional Certification,, ,MILL 034,1,15,0,Howard     
EN115C,A,4,WF, 1:00pm- 2:15pm,English Composition: Critical Inquiries into Medical Ethics,W1, ,LOVE 202,8,16, ,Sibara     
EN120G,A,4,MW, 2:30pm- 3:45pm,"Language, Thought, and Writing: Games, Rules, and Play",W1, ,LOVE 203,16,16, ,Ardam      
EN120I,A,4,TR,11:00am-12:15pm,Inventing Nature in New England,W1, ,MILL 319,17,16, ,"Gibson, M  "
EN120K,A,4,MW, 2:30pm- 3:45pm,"Language, Thought, and Writing: On Beauty",W1, ,MILL 008,14,16, ,"White, A   "
EN142,A,4,MW,11:00am-12:15pm,Introduction to Cinema Studies (See CI142),A, , ,0, , ,Wurtzler   
EN142,A,4,M, 9:00pm-10:00pm,Introduction to Cinema Studies (See CI142),A, , ,0, , ,Wurtzler   
EN174,A,4,TR, 8:00am- 9:15am,Public Speaking,, ,MILL 008,15,16,0,Mazzeo     
EN200,A,4,MW, 1:00pm- 2:15pm,Foundations of Literary Studies,L, ,LOVE 302,15,15,0,"Cook, M    "
EN200,B,4,TR, 9:30am-10:45am,Foundations of Literary Studies,L, ,MILL 220,15,15,0,Stubbs     
EN213,A,4,MWF,10:00am-10:50am,"Introduction to Shakespeare: Stage, Page, and Screen",L, ,MILL 241,11,25,11,Osborne    
EN214,A,4,TR, 1:00pm- 2:15pm,Tutoring Writing in Theory and Practice,, ,MILL 220,12,10,0,Harrington 
EN226,A,4,MW,11:00am-12:15pm,Performance History II (See TD226),L, , ,0,15, ,Oldham     
EN247,A,4,MW, 1:00pm- 2:15pm,Science Fictions,L, ,LOVE 203,25,25,4,Ardam      
EN252,A,4,MW, 2:30pm- 3:45pm,History of International Cinema II (See CI252),A, , ,0, , ,Wurtzler   
EN252,A,4,T, 7:00pm- 9:00pm,History of International Cinema II (See CI252),A, , ,0, , ,Wurtzler   
EN264,A,4,TR,11:00am-12:15pm,Comparative Studies: Emily Dickinson and English Poetry,L, ,LOVE 103,19,25,6,Sagaser    
EN271,A,4,TR, 2:30pm- 3:45pm,Critical Theory,L, ,LOVE 102,15,18,16,Suchoff    
EN278,A,4,MW,11:00am-12:15pm,Fiction Writing I,A, ,MILL 241,15,15,0,Braunstein 
EN278,B,4,TR,11:00am-12:15pm,Fiction Writing I,A, ,LOVE 319,15,15,0,Spark      
EN279,A,4,MW,11:00am-12:15pm,Poetry Writing I,A, ,MILL 257,15,15,0,"White, A   "
EN279,B,4,TR, 9:30am-10:45am,Poetry Writing I,A, ,MILL 241,15,15,0,Blevins    
EN298,A,4,TR, 9:30am-10:45am,Genres of the Mystery Novel,L, ,MILL 319,21,25,0,Mazzeo     
EN298A,A,4,MWF,12:00n -12:50pm,Fake News and the Rise of the Novel,L, ,LOVE 203,16,16,0,"Reed, J    "
EN310,A,4,MWF,10:00am-10:50am,Professional Writing (See WP310),W2,U , ,0, , ,Hancock    
EN312,A,4,MW,11:00am-12:15pm,Death and Dying in the Middle Ages,L, ,MILL 319,17,18,0,"Cook, M    "
EN341,A,4,WF,11:00am-12:15pm,American Realism and Naturalism: Then and Now,L, ,MILL 220,14,18,0,Sibara     
EN353,A,4,MWF,10:00am-10:50am,The American Short Story,L, ,LOVE 319,18,18,11,Bryant     
EN378,A,4,W, 1:00pm- 3:30pm,Fiction Writing II: Special Topics,, ,MILL 220,15,15,0,Braunstein 
EN379,A,4,TR,11:00am-12:15pm,Poetry Writing II,, ,MILL 241,9,15,0,Blevins    
EN380,A,4,MW, 1:00pm- 2:15pm,Creative Nonfiction Writing II,A, ,MILL 253,8,15,0,Burke      
EN386C,A,4,R, 1:00pm- 3:30pm,Special Topics: Documentary Radio,, ,MILL 241,15,15,9,Spark      
EN398,A,4,MW, 2:30pm- 3:45pm,Life in Times of Extinction,L, ,LOVE 102,19,18,0,Walker     
EN398B,A,4,MW, 2:30pm- 3:45pm,"Sex, Power, and Performance: Restoration Drama",L, ,MILL 253,7,18,0,"Reed, J    "
EN442,A,4,TR, 1:00pm- 2:15pm,U.S. Orientalisms and Arab American Literature,L,U ,LOVE 319,17,18,7,Stubbs     
EN457,A,4,MWF,12:00n -12:50pm,American Gothic Literature,L,U ,MILL 008,14,18,2,Bryant     
EN493A,A,4,MW, 1:00pm- 2:15pm,Seminar: Literature and Film Adaptation,L, ,MILL 008,15,15,0,Osborne    
EN493G,A,4,TR, 2:30pm- 3:45pm,Seminar: Poetry and Cognition,L, ,MILL 220,10,15,0,Sagaser    
ES118,A,4,MW,10:00am-10:50am,Environment and Society,, ,DIAM 142,62,48,11,"Becknell   Moore, C   Nyhus       Walker     "
ES118 D,A,,R, 7:00pm- 7:50pm,Disc/Activity: Env & Soc,, ,DIAM 343,14,16, ,Nyhus      
ES118 D,A,,F,10:00am-10:50am,Disc/Activity: Env & Soc,, ,DIAM 343,14,16, ,Nyhus      
ES118 D,B,,R, 7:00pm- 7:50pm,Disc/Activity: Env & Soc,, ,DIAM 323,16,16, ,Becknell   
ES118 D,B,,F,10:00am-10:50am,Disc/Activity: Env & Soc,, ,DIAM 323,16,16, ,Becknell   
ES118 D,C,,R, 7:00pm- 7:50pm,Disc/Activity: Env & Soc,, ,DIAM 341,16,16, ,Walker     
ES118 D,C,,F,10:00am-10:50am,Disc/Activity: Env & Soc,, ,DIAM 341,16,16, ,Walker     
ES118 D,D,,R, 7:00pm- 7:50pm,Disc/Activity: Env & Soc,, ,DIAM 221,16,16, ,"Neal, B    "
ES118 D,D,,F,10:00am-10:50am,Disc/Activity: Env & Soc,, ,DIAM 221,16,16, ,"Neal, B    "
ES217,A,3,MWF,12:00n -12:50pm,Environmental Chemistry (See CH217),, , ,0, , ,McKinney   
ES218,A,4,MW,11:00am-11:50am,Exploratory Data Analysis in <I>R</I>,, ,DIAM 322,15,16,1,Gimond     
ES218,A,4,F, 1:00pm- 3:30pm,Exploratory Data Analysis in <I>R</I>,, ,MILL 008,15,16,1,Gimond     
ES231,A,4,MW,11:00am-12:15pm,Environmental and Natural Resource Economics (See EC231),, , ,0, , ,Meredith   
ES231,B,4,MW, 1:00pm- 2:15pm,Environmental and Natural Resource Economics (See EC231),, , ,0, , ,Meredith   
ES234,A,4,MWF, 9:00am- 9:50am,International Environmental Policy,,I ,DIAM 122,38,30,10,Abrahams   
ES242,A,4,MWF,10:00am-10:50am,Marine Conservation and Policy,, ,DIAM 242,21,22,11,McClenacha 
ES243,A,4,TR, 9:30am-10:45am,Environmental Ethics (See PL243),, , ,0, , ,Peterson   
ES244,A,4,TR, 9:30am-10:45am,Marine Communities,, ,DIAM 242,18,18,8,McClenacha 
ES276,A,4,MWF,11:00am-11:50am,Global Change Ecology,, ,KEYE 102,24,24,0,Bruesewitz 
ES298,A,4,TR, 1:00pm- 2:15pm,Seafood Forensics: Uncovering Fraud in Ocean Food Systems,N, ,DIAM 344,22,20,7,Rasher     
ES319,A,4,TR,11:00am-12:15pm,Conservation Biology,, ,DIAM 223,15,24,6,Nyhus      
ES319,A,4,R, 1:00pm- 4:00pm,Conservation Biology,, ,DIAM 222,15,24,6,Nyhus      
ES338,A,4,MWF, 9:00am- 9:50am,Forest Ecosystems,"N,Lb", ,DIAM 223,13,16,10,Becknell   
ES338,A,4,M, 1:00pm- 4:00pm,Forest Ecosystems,"N,Lb", ,OLIN 229,13,16,10,Becknell   
ES366,A,4,TR, 9:30am-10:45am,The Environment and Human Health,N, ,DIAM 141,41,34,0,Carlson    
ES382,A,4,TR, 9:30am-10:45am,Ecological Modeling (See BI382),, , ,0, , ,"Moore, C   "
ES382,A,4,M, 1:00pm- 4:00pm,Ecological Modeling (See BI382),, , ,0, , ,"Moore, C   "
ES398,A,4,MW, 2:30pm- 3:45pm,Life in Times of Extinction (See EN398),L, , ,0, , ,Walker     
ES398B,A,4,TR,11:00am-12:15pm,Environmental Security,, ,DIAM 344,10,16,0,Abrahams   
ES402,A,1,T, 7:00pm- 8:15pm,Environmental Studies Colloquium,, ,OLIN 001,53,60, ,Nyhus      
ES402,A,1,W,12:00n -12:50pm,Environmental Studies Colloquium,, ,DANA FAIR,53,60, ,Nyhus      
FR125,A,4,MTWR, 9:00am- 9:50am,French I,, ,LOVE 102,11,18,9,Billard    
FR126,A,4,MTWR,10:00am-10:50am,French II,, ,LOVE 203,18,18,17,Dionne     
FR126,B,4,MTWR,11:00am-11:50am,French II,, ,LOVE 203,15,18,17,Dionne     
FR127,A,4,MTWR, 8:00am- 8:50am,French III,, ,LOVE 103,15,18,9,Maurer     
FR127,B,4,MTWR,10:00am-10:50am,French III,, ,LOVE 103,17,18,9,Maurer     
FR128,A,4,MWF, 1:00pm- 1:50pm,French IV: Reading in Cultural Contexts,L, ,LOVE 318,12,18,2,Mailhe     
FR131,A,4,TR,11:00am-12:15pm,Conversation and Composition,, ,LOVE 307,9,15,6,Niang      
FR231,A,4,MWF, 9:00am- 9:50am,Advanced Grammar and Composition,, ,LOVE 103,4,19,10,Maurer     
FR234,A,1,M, 4:00pm- 4:50pm,Intensive Spoken French,, ,LOVE 318,5,15, ,Billard    
FR243,A,4,TR, 1:00pm- 2:15pm,French Pronunciation through Phonetics,, ,LOVE 307,2,20,7,Mailhe     
FR252,A,4,MWF,11:00am-11:50am,Provocative Texts: A Critical Toolbox,L,I ,LOVE 307,8,19,1,Paliyenko  
FR354,A,4,MW, 1:00pm- 2:15pm,"Parisian Encounters: Great Loves, Grand Passions",H,I ,LOVE 307,9,15,4,Paliyenko  
FR361,A,4,MW, 2:30pm- 3:45pm,"Creolization, Culture, and Society in the Indian Ocean Islands",,I ,DIAM 243,4,15,3,Mauguiere  
FR370,A,4,TR, 2:30pm- 3:45pm,"<I>Corps, Espace, et Genre</I>: Postcolonial Space in Francophone Africa",,I ,LOVE 307,5,15,9,Niang      
FR493D,A,4,MW, 1:00pm- 2:15pm,"Seminar: Parisian Encounters: Great Loves, Grand Passions",, ,LOVE 307,1,15,0,Paliyenko  
FR493E,A,4,MW, 2:30pm- 3:45pm,"Seminar: Creolization, Culture, and Society in the Indian Ocean Islands",, ,DIAM 243,4,15,0,Mauguiere  
FR493F,A,4,TR, 2:30pm- 3:45pm,"Seminar: <I>Corps, Espace, et Genre</I>: Postcolonial Space in Francophone Africa",, ,LOVE 307,0,15,0,Niang      
GE122,A,4,MWF,10:00am-10:50am,Earth Systems Chemistry II (See CH122),"N,Lb", , ,0, , ,Drozd      Koffman     
GE122 L,A,,W, 1:00pm- 4:00pm,Lab: Earth Systems Chemistry II (See CH122 L),, , ,0, , ,Drozd       Twining    
GE122 L,B,,R, 1:00pm- 4:00pm,Lab: Earth Systems Chemistry II (See CH122 L),, , ,0, , ,Drozd       Twining    
GE141,A,4,MWF, 9:00am- 9:50am,Earth and Environment,"N,Lb", ,MILL 008,40,40,10,"Sullivan,W "
GE141,B,4,MWF,11:00am-11:50am,Earth and Environment,"N,Lb", ,MILL 008,43,40,1,Rueger     
GE141 L,A,,M, 1:00pm- 4:00pm,Lab: Earth and the Environment,, ,MUDD 218,21,20, ,Rueger     
GE141 L,B,,T, 1:00pm- 4:00pm,Lab: Earth and the Environment,, ,MUDD 218,22,20, ,Rueger     
GE141 L,C,,W, 1:00pm- 4:00pm,Lab: Earth and the Environment,, ,MUDD 218,20,20, ,Dunn       
GE141 L,D,,R, 1:00pm- 4:00pm,Lab: Earth and the Environment,, ,MUDD 218,20,20, ,Croft      
GE225,A,4,TR, 9:30am-10:45am,Mineralogy,, ,MUDD 221,8,12,8,Dunn       
GE225,A,4,R, 1:00pm- 4:00pm,Mineralogy,, ,MUDD 221,8,12,8,Dunn       
GE262,A,4,TR,11:00am-12:15pm,"Earth's Climate: Past, Present, and Future",N, ,MUDD 103,10,14,6,Koffman    
GE262,A,4,T, 1:00pm- 4:00pm,"Earth's Climate: Past, Present, and Future",N, ,MUDD 103,10,14,6,Koffman    
GE331,A,4,MWF,11:00am-11:50am,Plate Tectonics,, ,MUDD 221,4,10,1,"Sullivan,W "
GE391,A,1,F, 1:00pm- 2:00pm,Geology Seminar,, ,LOVE 100,32,50, ,Dunn       
GE494,A,4,M, 1:00pm- 4:00pm,Topics in Geoscience,W3, ,MUDD 219,5,12,0,Gastaldo   
GK112,A,4,MTWR,11:00am-11:50am,Intermediate Greek,, ,LOVE 244,6,15,1,Barrett    
GK362,A,4,TR, 2:30pm- 3:45pm,Sophocles: <I>Ajax</I>,L, ,LOVE 244,2,20,9,Barrett    
GM126,A,4,MTRF, 8:00am- 8:50am,Elementary German II,, ,LOVE 207,15,20,14,"Bradley, R "
GM128,A,4,MTRF, 9:00am- 9:50am,Intermediate German II: Readings in Cultural Contexts,, ,LOVE 302,11,19,10,"Bradley, R "
GM130,A,1,R, 7:00pm- 7:50pm,Conversation Group,, ,LOVE 450,7,15, ,Williamson 
GM236,A,4,MW,11:00am-12:15pm,ConTexts in German Culture,, ,LOVE 450,2,15,0,Manektala  
GM298A,A,4,TR,11:00am-12:15pm,Environmental Humanities: Nature Philosophy's Roots,L, ,LOVE 302,15,20,0,"Bradley, R "
GM298B,A,4,TR, 2:30pm- 3:45pm,Weimar Culture: Germany Between the World Wars (See HI398C),H, , ,0, , ,Hollander  
GM330,A,1,T, 7:00pm- 7:50pm,Current Topics,, ,LOVE 450,5,15, ,Williamson 
GM493,A,4,W, 1:00pm- 3:30pm,Seminar: Ideologies and Identities,L, ,LOVE 450,2,15,0,Manektala  
GO111,A,4,TR, 2:30pm- 3:45pm,Introduction to American Government and Politics,S, ,DIAM 122,38,40,14,Shea       
GO115,A,4,TR, 9:30am-10:45am,Great Issues in Contemporary American Government,"S,W1", ,DIAM 241,16,16, ,Maisel     
GO131,A,4,MWF, 9:00am- 9:50am,Introduction to International Relations,S, ,DIAM 142,40,40,10,Babik      
GO131,B,4,TR,11:00am-12:15pm,Introduction to International Relations,S, ,LOVE 215,40,40,6,Seay       
GO171,A,4,MW, 1:00pm- 2:15pm,Introduction to Political Theory,S,I ,DIAM 122,43,40,4,Corrado    
GO226,A,4,TR,11:00am-12:15pm,Media and Politics,S, ,LOVE 213,25,25,6,Shea       
GO238,A,4,TR, 7:00pm- 8:30pm,Politics of War Crime Tribunals,S, ,DIAM 241,9,25,2,Rodman     
GO251,A,4,MW,11:00am-12:15pm,Israelis and Palestinians: Conflict and Accommodation,S, ,DIAM 342,20,25,1,Denoeux    
GO259,A,4,TR, 9:30am-10:45am,Introduction to European Politics,, ,DIAM 122,34,25,8,Yoder      
GO260,A,4,MWF,10:00am-10:50am,"9/11: Origins, Event, Aftermath",S, ,DIAM 344,25,25,11,Babik      
GO263,A,4,MW, 2:30pm- 3:45pm,Global Crisis of Democracy and Democracy Assistance,S, ,DIAM 145,23,25,5,Denoeux    
GO264,A,4,MW, 7:00pm- 8:15pm,Democracy and Human Rights in Latin America,"S,W2",I ,DIAM 241,16,16,5,Mayka      
GO281,A,4,MWF, 9:00am- 9:50am,Concepts and Methods of Political Science Research,Q, ,DIAM 241,20,18,10,Levan      
GO281,B,4,MWF,10:00am-10:50am,Concepts and Methods of Political Science Research,Q, ,DIAM 241,20,18,11,Mayka      
GO312,A,4,TR, 9:30am-10:45am,Suburban Politics,,U ,LOVE 205,25,25,8,Levan      
GO313,A,4,MW, 2:30pm- 3:45pm,National Powers in American Constitutional Law,, ,DIAM 241,16,25,3,Reisert    
GO318,A,4,TR,11:00am-12:15pm,Money and Politics,, ,DIAM 122,23,25,0,Corrado    
GO354,A,4,MW, 1:00pm- 2:15pm,The European Union,, ,DIAM 241,19,25,0,Yoder      
GO417,A,4,T, 1:00pm- 3:30pm,Seminar: Reinventing America: A Constitution for the 21st Century,, ,DIAM 241,12,12,0,Reisert    
GO432,A,4,R, 1:00pm- 3:30pm,Seminar: U.S. Foreign Policy,, ,DIAM 241,12,12,0,Rodman     
GS198,A,1,R,12:00n -12:50pm,Water and Human Rights: A Reading Group,, , ,22,20, ,"Carlson    Dionne     Fleming    Maurer     McClenacha Meredith   Rasher     Reardon, E  Walker     "
GS211,A,4,T, 1:00pm- 3:30pm,Human Rights and Social Justice in Global Perspective,W2, ,DIAM 343,19,18,7,Razsa      
GS316,A,4,M, 1:00pm- 3:30pm,Religion and Social Change in Contemporary Africa,, ,DIAM 343,10,15,0,Halvorson  
GS455,A,4,R, 1:00pm- 3:30pm,Intervention: The Ethics and Politics of Humanitarianism,S, ,DIAM 343,10,12,0,Halvorson  
HI112,A,4,TR,11:00am-12:15pm,Revolutions of Modern Europe,H,I ,OLIN 001,40,40,6,Hollander  
HI120D,A,4,TR, 9:30am-10:45am,Spotlight on History: Becoming Chinese American,"H,W1",U ,LOVE 212,16,16, ,"Parker, La "
HI131,A,4,MWF,10:00am-10:50am,"Survey of U.S. History, to 1865",H,U ,LOVE 205,38,40,11,"Reardon, E "
HI184,A,4,TR, 8:00am- 9:15am,History of the Modern Middle East,H,I ,MILL 014,40,40,13,Turner     
HI211,A,4,TR, 9:30am-10:45am,"Lawgivers, Pharaohs, and Philosophers: Ancient Civilizations",H, ,MILL 008,22,30,0,"Taylor, L  "
HI228,A,4,TR,11:00am-12:15pm,The Russian Empire: Soviet History and 20th-Century Revolutions,H,I ,MILL 008,24,30,0,Josephson  
HI232,A,4,MWF, 9:00am- 9:50am,"American Women's History, 1870 to the Present",H,U ,LOVE 119,20,30,0,Leonard    
HI234,A,4,WF, 1:00pm- 2:15pm,Native Americans since 1850,H,U ,LOVE 213,22,30,4,"Reardon, E "
HI246,A,4,TR, 9:30am-10:45am,Luddite Rantings: A Historical Critique of Big Technology,H,U ,LOVE 215,37,30,0,Josephson  
HI255,A,4,TR,11:00am-12:15pm,"Histories of Southeast Asia: Slavery, Diasporas, and Revolutions",H,I ,LOVE 208,28,30,6,vanderMeer 
HI276,A,4,TR, 9:30am-10:45am,Patterns and Processes in World History,H, ,MILL 014,27,30,8,Duff       
HI298,A,4,TR, 1:00pm- 2:15pm,"Introduction to African History, 1800 to 1994",H,I ,LOVE 213,19,20,0,Duff       
HI320,A,4,T, 1:00pm- 3:30pm,"Joan of Arc: History, Legend, and Film",H,I ,MILL 014,15,20,0,"Taylor, L  "
HI362,A,4,TR, 2:30pm- 3:45pm,History of Egypt,H,I ,MILL 257,12,20,9,Turner     
HI377,A,4,M, 1:00pm- 3:30pm,"Imperialism, Decolonization, and Modernity in Southeast Asia",H,I ,MILL 319,7,20,0,vanderMeer 
HI398A,A,4,MW, 2:30pm- 3:45pm,Minorities in East Asia,H,I ,LOVE 302,5,20,0,Shmagin    
HI398B,A,4,W, 1:00pm- 3:30pm,South African Women's Memoir,H,I ,ALCM 205,5,20,0,Duff       
HI398C,A,4,TR, 2:30pm- 3:45pm,Weimar Culture: Germany Between the World Wars,H, ,MILL 008,7,20,0,Hollander  
HI435,A,4,M, 1:00pm- 3:30pm,Research Seminar: The American Civil War,H,U ,MILL 257,6,15,0,Leonard    
IT126,A,4,MTWR,10:00am-10:50am,Italian II,, ,LOVE 207,18,19,17,"Rizzo, G   "
IT126,B,4,MTWR,11:00am-11:50am,Italian II,, ,LOVE 207,13,19,17,Parodi     
IT128,A,4,MWF, 9:00am- 9:50am,Italian through Film and Visual Culture,, ,LOVE 319,5,10,9,Ferrando   
IT141,A,4,MW,11:00am-12:15pm,"Introduction to Italian Literary Studies: Poets, Lovers, Revolutionaries",L, ,LOVE 246,2,20,0,Ferrando   
IT235,A,1,M, 6:00pm- 6:50pm,Italian Conversation,, ,LOVE 203,10,20, ,Parodi     
IT356,A,4,MW,11:00am-12:15pm,Introduction to Dante's <I>Divine Comedy</I> (in English),L, ,LOVE 208,12,15,1,"Rizzo, G   "
JA126,A,5,MTWRF, 9:00am- 9:50am,Elementary Japanese II,, ,LOVE 307,11,25,8,"Shmagin, M "
JA126,B,5,MTWRF, 9:00am- 9:50am,Elementary Japanese II,, ,LOVE 203,18,25,8,"Yoshida, J "
JA128,A,4,MTWR,10:00am-10:50am,Intermediate Japanese II,, ,LOVE 423,5,19,11,Abe        
JA135,A,1,M, 5:00pm- 5:50pm,Conversational Japanese I,, ,LOVE 307,10,20, ,KawashimaM 
JA135,B,1,M, 6:00pm- 6:50pm,Conversational Japanese I,, ,LOVE 307,11,20, ,KawashimaM 
JA235,A,1,,TBA,Conversational Japanese II,, , ,4,20, ,KawashimaM 
JA322,A,4,MWF, 1:00pm- 1:50pm,Third-Year Japanese,, ,LOVE 423,6,19,4,"Yoshida, J "
JA335,A,1,,TBA,Conversational Japanese III,, , ,6,19, ,KawashimaM 
JA422,A,4,TR,11:00am-12:15pm,Fourth-Year Japanese,, ,LOVE 423,4,19,6,Abe        
JS126,A,3,MWR,10:00am-10:50am,Hebrew II,, ,LOVE 102,3,18,2,Isaacs     
JS144,A,4,MW, 2:30pm- 3:45pm,Introduction to the New Testament (See RE144),L, , ,0, , ,Emanuel    
JS182,A,4,TR, 9:30am-10:45am,"Jews, Judaism, and the Modern World (See RE182)",H,I , ,0, , ,Freidenrch 
JS251,A,4,MW,11:00am-12:15pm,Israelis and Palestinians: Conflict and Accommodation (See GO251),S, , ,0, , ,Denoeux    
JS298,A,4,MW, 1:00pm- 2:15pm,Public Speaking for Social Change,, ,LOVE 207,8,16,0,Isaacs     
JS298,A,4,M, 7:00pm- 8:30pm,Public Speaking for Social Change,, ,MILL 205,8,16,0,Isaacs     
JS298A,A,4,MW,11:00am-12:15pm,The Jewish Jesus (See RE298A),H, , ,0, , ,Emanuel    
JS322,A,4,TR, 1:00pm- 2:15pm,Food and Religious Identity (See RE322),S, , ,0, , ,Freidenrch 
LA174,A,4,MW, 1:00pm- 2:15pm,Introduction to Latin American Studies,H,I ,LOVE 208,34,35,4,Fallaw     
LA264,A,4,MW, 7:00pm- 8:15pm,Democracy and Human Rights in Latin America (See GO264),"S,W2",I , ,0, , ,Mayka      
LA298,A,1,T, 7:00pm- 8:30pm,"Baila: Latin Dance, History, Culture, and Performance",, ,RUNN 201,21,16, ,Bernal     
LA378,A,4,MW,11:00am-12:15pm,"U.S. in Latin America: Intervention, Influence, Integration","H,W2",I ,LOVE 318,7,15,0,Fallaw     
LT112,A,4,MTWF,12:00n -12:50pm,Intermediate Latin,, ,LOVE 202,18,20,17,Gillum     
